,name,releasedate,copiessold,price_x,revenue,avgplaytime,reviewscore,publisherclass,publishers_x,developers_x,steamid,appid,estimated owners,peak ccu,required age,price_y,discount,dlc count,supported languages,full audio languages,windows,mac,linux,positive,negative,achievements,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,single-player,multi-player,indie,early access,free to play,simulation,sports,action,strategy,adventure,rpg,massively multiplayer,casual,racing,jrpg
754,war tortoise,27-03-2024,3157,12.99,34147.0,35.57522367183048,82,Indie,Foursaken Media,Foursaken Media,2120250,2120250,0 - 20000,51,0,12.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",[],True,True,False,17,1,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
755,the night is grey,05-01-2024,2599,15.99,34137.0,6.327124309995986,83,Indie,Whalestork Interactive,Whalestork Interactive,1281490,1281490,0 - 20000,0,0,14.39,0,2,['English'],[],True,True,False,14,3,16,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
756,thalassa: edge of the abyss,01-08-2024,1885,19.99,33913.0,5.175897436224591,92,Indie,Team17 Digital Ltd,Sarepta Studio,1783680,1783680,0 - 20000,0,0,19.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Norwegian', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Traditional Chinese']",True,False,False,0,0,25,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
757,forest ranger simulator,19-06-2024,2968,14.99,33771.0,6.762252434257949,48,Indie,FreeMind S.A.,"HOT CODE COMPANY,FreeMind S.A.,VIRTUAL MAGIC",1185780,1185780,0 - 20000,0,0,13.49,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese']","['English', 'Simplified Chinese']",True,False,False,32,29,0,0,0,0,0,0,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False
758,fallen leaf,15-07-2024,2354,16.99,33220.0,6.47813663302046,90,Indie,Delta Shore Games,Delta Shore Games,1459010,1459010,0 - 20000,32,0,14.44,0,1,['English'],[],True,False,False,51,2,26,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
759,monster girl conquest records battle orc,09-05-2024,3604,10.99,33040.0,2.6832910240482435,93,Indie,Shady Corner Games,mozu field,2680840,2680840,0 - 20000,32,0,9.89,0,0,"['English', 'Japanese']",[],True,False,False,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
760,teenage mutant ninja turtles arcade: wrath of the mutants,23-04-2024,1443,29.99,32967.0,2.551853235737157,62,Indie,GameMill Entertainment,Cradle Games,2527580,2527580,0 - 20000,6,0,25.49,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch']","['English', 'Dutch']",True,False,False,16,8,20,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
761,dungeon exiles,07-08-2024,3916,9.99,32913.0,8.265966155033187,77,Indie,Gronkins,Gronkins,2850100,2850100,0 - 20000,77,0,8.49,0,0,['English'],[],True,False,False,10,0,45,0,0,0,0,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
762,an english haunting,22-05-2024,2877,13.99,32895.0,4.98717775106139,96,Indie,"Postmodern Adventures,enComplot",Postmodern Adventures,2474030,2474030,0 - 20000,38,0,12.59,0,1,"['English', 'Spanish - Spain']",[],True,False,False,23,0,27,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
763,trackline express,18-04-2024,2838,14.99,32789.0,5.505014640252864,85,Indie,Bubblebird Studio,Bubblebird Studio,2343920,2343920,0 - 20000,0,0,13.49,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Spanish - Latin America']",[],True,True,True,0,0,11,0,0,0,0,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
764,rum & gun,26-08-2024,8875,4.99,32753.0,12.051587904666636,94,Indie,Borington,Borington,1210800,1210800,0 - 20000,1,0,4.99,0,0,['English'],['English'],True,False,False,120,7,45,119,0,0,0,0,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False
765,plushie from the sky,06-05-2024,3684,11.99,32723.0,2.4452972237095225,96,Indie,fishwind,fishwind,1679510,1679510,0 - 0,0,0,9.59,0,0,"['English', 'Japanese', 'Simplified Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Turkish', 'Ukrainian']",[],True,False,False,0,0,24,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False
766,horny suika: wet watermelon,02-08-2024,7860,4.99,32631.0,3.632772524791276,91,Indie,Tora Creatives,Tora Creatives,2739980,2739980,0 - 20000,0,0,4.49,0,0,"['English', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['Japanese', 'Traditional Chinese']",True,False,False,0,0,24,0,0,0,0,0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
767,nine tereasures of liuyin,01-08-2024,2160,18.99,32506.0,2.98226257938161,0,Indie,kingnagame,kingnagame,2949580,2949580,0 - 20000,0,0,18.99,0,0,"['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese', 'Korean']",[],True,False,False,179,35,13,174,0,0,0,0,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False
768,sore wa maichiru sakura no you ni -re:birth-,07-06-2024,1132,39.99,32480.0,10.10257010148131,89,Indie,HIKARI FIELD,Navel,2754170,2754170,0 - 0,0,0,29.99,0,0,"['Japanese', 'Simplified Chinese', 'Traditional Chinese']","['Japanese', 'Traditional Chinese']",True,False,False,0,0,36,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
769,tryandlove,25-01-2024,5564,6.99,32472.0,3.313299785383789,51,Indie,MYSTERY CROWN,MYSTERY CROWN,2715590,2715590,0 - 20000,0,0,6.29,0,0,"['Simplified Chinese', 'English', 'Traditional Chinese', 'Russian']","['Simplified Chinese', 'Traditional Chinese', 'Russian']",True,True,False,27,16,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
770,wulin chess,01-02-2024,5968,11.99,32365.0,30.11762561523791,76,Indie,East2west Games,LameCat Studio,1525410,1525410,20000 - 50000,12,0,11.99,0,1,"['Simplified Chinese', 'English']",[],True,False,False,306,62,42,328,0,0,0,0,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False
771,my love with the girlsgroup,17-04-2024,2255,25.5,32198.0,2.680101537283766,72,Indie,Bing World,Bing World,2852710,2852710,0 - 20000,0,0,15.3,0,0,"['English', 'Traditional Chinese', 'Korean']",['Korean'],True,True,False,39,10,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False
772,benefitship,12-07-2024,12641,2.99,32166.0,1.7604861868198556,96,Indie,RFH Games,RFH Games,2404000,2404000,0 - 20000,0,0,2.69,0,0,['English'],['English'],True,True,True,0,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
773,lust & legends,09-05-2024,3127,12.99,32128.0,2.322082956917242,79,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment,2899030,2899030,0 - 20000,0,0,11.04,0,0,['English'],['English'],True,True,False,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False
774,demon slayer -kimetsu no yaiba- sweep the board!,16-07-2024,593,59.99,32016.0,3.4537952979865176,97,AA,SEGA,CyberConnect2,2424110,2424110,0 - 20000,14,0,59.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Japanese', 'Traditional Chinese']",True,False,False,57,3,48,0,0,0,0,0,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False
775,abathor,25-07-2024,2593,14.99,31842.0,5.0401017121337786,91,Indie,JanduSoft,Pow Pixel Games,2295610,2295610,0 - 20000,0,0,13.49,0,1,"['English', 'Spanish - Spain', 'French', 'German', 'Japanese', 'Portuguese - Brazil', 'Catalan']",[],True,False,False,0,0,29,0,0,0,0,0,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
776,yet another fantasy title (yaft),10-04-2024,2557,19.99,31754.0,2.8679573315310183,61,Indie,"Atomic Wolf,Games Operators",Atomic Wolf,1993450,1993450,0 - 20000,23,0,17.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Polish', 'Russian', 'Italian', 'Portuguese - Brazil', 'Ukrainian']","['English', 'Ukrainian']",True,False,False,42,28,36,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
777,ghostware: arena of the dead,10-06-2024,2758,14.99,31678.0,2.716453630347715,85,Indie,Mothership Loudspeakerz,Daev Team,1893370,1893370,0 - 20000,8,0,14.99,0,0,['English'],['English'],True,False,False,44,5,0,0,0,0,0,0,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False
778,parfait remake,19-07-2024,1254,34.99,31543.0,6.345430251028448,90,Indie,HIKARI PULSE,"GIGA,Entergram",2947220,2947220,0 - 20000,15,0,26.24,0,0,"['Simplified Chinese', 'Traditional Chinese']",[],True,False,False,97,15,19,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
779,futanari di funghi,03-06-2024,5273,6.99,31301.0,5.102718338234958,81,Indie,Shady Corner Games,Ahegames,2496640,2496640,0 - 0,0,0,6.29,0,0,['English'],['English'],True,False,False,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
780,roommates,07-02-2024,4147,9.99,31098.0,3.815552727126738,93,Indie,Octaday,Octaday,2775110,317300,0 - 20000,0,0,24.99,0,2,['English'],[],True,True,True,161,61,16,0,1011,0,1749,0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False
781,roommates,07-02-2024,4147,9.99,31098.0,3.815552727126738,93,Indie,Octaday,Octaday,2775110,2775110,0 - 20000,6,0,9.99,0,0,['English'],[],True,False,True,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False
782,sanya,01-03-2024,2638,14.99,31003.0,1.465351068896308,75,Indie,helpnode,helpnode,1667360,1667360,0 - 20000,20,0,12.74,0,0,"['English', 'Russian', 'Spanish - Latin America']",[],True,False,False,0,0,19,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
783,decimate drive,25-02-2024,4570,7.99,30948.0,1.3102211414602636,93,Indie,Some Random Designing,Some Random Designing,2427950,2427950,0 - 0,0,0,6.79,0,0,['English'],[],True,False,False,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
784,unbeatable professional me with 100 girlfriends,17-05-2024,3760,9.99,30925.0,2.531206269062915,66,Indie,Day Day Up！,philosophy♂,2701420,2701420,0 - 20000,18,0,8.99,0,0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Arabic']",[],True,False,False,0,0,0,0,0,0,0,0,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False
785,tomboy: love in hot forge,29-02-2024,10169,3.99,30878.0,1.3421321457630302,88,Indie,NSFW18 Games,Zylyx,2732730,2732730,0 - 0,0,0,3.39,0,0,"['English', 'Russian']","['English', 'Russian']",True,False,False,0,0,5,0,0,0,0,0,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False
786,sex city: 2069,20-07-2024,3751,14.99,30759.0,1.5297924373325982,65,Indie,Octo Games,Octo Games,2487130,2487130,0 - 0,0,0,8.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Vietnamese', 'Greek', 'Danish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Norwegian', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Romanian', 'Thai', 'Turkish', 'Hungarian', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Indonesian', 'Spanish - Latin America']","['English', 'Spanish - Latin America']",True,False,False,0,0,24,124,0,0,0,0,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False
787,harvest days: my dream farm,25-07-2024,3482,14.99,30652.0,18.14147562360472,71,Indie,"Family Devs,Toplitz Productions",Family Devs,1515320,1515320,0 - 20000,9,0,11.24,0,1,"['English', 'German', 'Spanish - Spain', 'Simplified Chinese', 'French']",[],True,False,False,48,26,0,0,0,0,0,0,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False
788,gunvolt records cychronicle,15-02-2024,2470,14.99,30558.0,3.17849779945142,71,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2585040,2585040,0 - 20000,7,0,13.49,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",[],True,False,False,35,12,10,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
789,witch's doll,24-05-2024,4909,6.99,30419.0,1.8276383459174887,88,Indie,Elite Lords Studios,Elite Lords Studios,2892000,2892000,0 - 0,0,0,6.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Greek', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Ukrainian']","['English', 'Ukrainian']",True,False,False,0,0,6,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
790,anno 1701 history edition,22-04-2024,6151,9.99,30243.0,10.459053119326525,76,AAA,Ubisoft,Ubisoft Mainz,2820140,2820140,0 - 0,0,0,4.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",True,False,False,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
791,iislands of war,10-03-2024,3885,4.99,30192.0,11.074408043059782,87,Indie,jwiggs,jwiggs,1162470,1162470,0 - 20000,2,0,9.99,0,0,['English'],[],True,True,False,96,13,0,0,0,0,0,0,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False
792,forsaken quartet,17-05-2024,3187,12.99,30108.0,3.950541244010975,79,Indie,Kagura Games,AVANTGARDE,2377410,2377410,0 - 20000,51,0,10.39,0,0,"['English', 'Japanese', 'Simplified Chinese']",[],True,False,False,24,3,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
793,unlucky seven,06-02-2024,5591,7.99,30099.0,2.2119974374852376,47,Indie,"SIG Publishing,Art Games Studio S.A.",Puzzling Dream,579120,579120,0 - 20000,0,0,7.99,0,0,"['English', 'French', 'Italian', 'German', 'Polish', 'Russian', 'Turkish']","['English', 'Turkish']",True,False,False,61,60,25,114,0,0,0,0,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False
794,scourge of war - remastered,06-09-2024,1747,18.99,29857.0,10.641074576383453,92,Indie,Norb Software Development LLC,Norb Software Development LLC,2205330,2205330,0 - 20000,25,0,18.99,0,1,"['English', 'Italian', 'German', 'French', 'Spanish - Spain']",[],True,False,False,60,4,0,0,0,0,0,0,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False
795,primateria,08-01-2024,3145,11.99,29843.0,6.623460498120785,85,Indie,Surefire.Games,Yfrit Games,1397130,1397130,0 - 20000,90,0,10.79,0,0,"['English', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'Spanish - Spain']",[],True,False,False,87,15,43,0,0,0,0,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
796,mutant football league 2,31-05-2024,1325,24.99,29800.0,3.841531165408143,84,Indie,Digital Dreams Entertainment,Digital Dreams Entertainment,1657320,1657320,0 - 20000,0,0,24.99,0,0,['English'],['English'],True,False,False,15,4,0,0,0,0,0,0,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False
797,"sex, stocks & cocks",08-06-2024,5320,9.99,29726.0,1.950707515099464,89,Indie,Lust Desires 🖤,Lust Desires 🖤,2983270,2983270,0 - 0,0,0,6.09,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Vietnamese', 'Greek', 'Danish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Norwegian', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Romanian', 'Thai', 'Turkish', 'Hungarian', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Indonesian', 'Spanish - Latin America']","['English', 'Spanish - Latin America']",True,False,False,0,0,15,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
798,astrodle,19-06-2024,5885,5.99,29692.0,8.619566640734353,91,Indie,Robin Nicolet,Robin Nicolet,2853130,2853130,0 - 20000,0,0,5.39,0,0,"['English', 'French']",[],True,False,False,37,2,15,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
799,farmer's father: save the innocence,25-03-2024,4012,9.99,29651.0,5.095922865792561,51,Indie,"FreeMind S.A.,PlayWay S.A.",FreeMind S.A.,1905980,1905980,0 - 20000,0,0,8.49,0,0,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Russian', 'Simplified Chinese', 'Turkish']",[],True,False,False,26,13,0,0,0,0,0,0,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False
800,anno 1503 history edition,22-04-2024,6151,9.99,29631.0,6.115938992310643,66,AAA,Ubisoft,Ubisoft Mainz,2820110,2820110,0 - 0,0,0,4.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",True,False,False,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
801,pac-man mega tunnel battle: chomp champs,08-05-2024,1717,19.99,29626.0,3.111213621333812,65,Indie,Bandai Namco Entertainment America Inc.,Amber Studio,2095950,2095950,0 - 20000,0,0,19.99,0,3,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",[],True,False,False,51,13,33,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
802,the pony factory,18-01-2024,10069,3.99,29544.0,0.6334106168309567,0,Indie,David Szymanski,"David Szymanski,John Szymanski",2536530,2536530,0 - 20000,9,0,3.19,0,0,['English'],['English'],True,False,False,146,2,0,195,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
803,microcosmum 2,02-03-2024,2547,14.99,29539.0,8.508756292668476,62,Indie,Satur Entertainment,Satur Entertainment,1486140,1486140,0 - 20000,0,0,13.49,0,1,"['English', 'Russian', 'Simplified Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Korean', 'Dutch', 'Polish', 'Turkish', 'Czech', 'Japanese']",[],True,False,False,13,8,29,0,0,0,0,0,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False
