,name,releasedate,copiessold,price_x,revenue,avgplaytime,reviewscore,publisherclass,publishers_x,developers_x,steamid,appid,estimated owners,peak ccu,required age,price_y,discount,dlc count,supported languages,full audio languages,windows,mac,linux,positive,negative,achievements,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,single-player,multi-player,indie,early access,free to play,simulation,sports,action,strategy,adventure,rpg,massively multiplayer,casual,racing,jrpg
684,old coin pusher friends 3,25-07-2024,12042,3.99,40967.0,12.495623448004896,97,Indie,STP WORKS,STP WORKS,3040390,3040390,0 - 20000,611,0,3.59,0,0,"['English', 'Japanese']",[],True,False,False,24,1,21,0,0,0,0,0,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False
685,e-startup 2 : business tycoon,14-05-2024,4124,12.99,40926.0,4.321572074374925,80,Indie,Polytale Games,Polytale Games,2547750,2547750,0 - 0,0,0,10.39,0,0,"['English', 'French', 'Spanish - Spain', 'German', 'Russian', 'Italian', 'Simplified Chinese', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Dutch', 'Polish', 'Czech', 'Thai', 'Turkish', 'Ukrainian']",[],True,False,False,0,0,12,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
686,riviera: the promised land,16-07-2024,1601,34.99,40866.0,8.112560411307811,96,Indie,Sting,Sting,2891280,2891280,0 - 20000,0,0,27.99,0,0,"['English', 'Japanese']","['English', 'Japanese']",True,False,False,36,2,31,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
687,life eater,16-04-2024,3362,14.99,40857.0,1.761433052706857,85,Indie,"Strange Scaffold,Frosty Pop",Strange Scaffold,2632930,2632930,0 - 20000,20,0,13.49,0,0,['English'],['English'],True,False,False,52,7,11,0,0,0,0,0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False
688,this grand life 2,20-06-2024,2945,16.99,40793.0,13.109199416556264,92,Indie,Poking Water Games,Poking Water Games,2459490,2459490,0 - 0,0,0,14.44,0,0,['English'],[],True,False,False,0,0,27,0,0,0,0,0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False
689,read only memories: neurodiver,15-05-2024,3328,14.99,40762.0,3.660410973557217,70,Indie,Chorus Worldwide Games,"MidBoss, LLC.",1293910,1293910,20000 - 50000,0,0,13.49,0,2,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America']","['English', 'Spanish - Latin America']",True,True,True,49,17,12,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
690,alchemist quest,26-01-2024,4175,12.99,40748.0,3.265305039415072,77,Indie,Kagura Games,ShiroKuroSoft,2657720,2657720,0 - 20000,0,0,10.39,0,0,"['English', 'Japanese', 'Simplified Chinese']",[],True,False,False,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
691,kitten burst,20-01-2024,2073,24.99,40690.0,7.522090444087317,100,Indie,Lithodelphis,Lithodelphis,1592360,1592360,0 - 20000,5,0,22.49,0,0,['English'],['English'],True,False,False,3,0,7,0,0,0,0,0,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False
692,dusk city,25-07-2024,2052,24.99,40666.0,2.834362257995707,99,Indie,Dieselmine,Suteneko Lab.,2973120,2973120,0 - 20000,14,0,24.99,0,0,"['Japanese', 'English', 'Simplified Chinese']","['Japanese', 'Simplified Chinese']",True,False,False,37,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
693,class of heroes: anniversary edition,26-04-2024,2484,19.99,40490.0,17.326049577224996,77,Indie,"PQube,ACQUIRE Corp.",Zerodiv,2195780,2195780,0 - 20000,0,0,17.99,0,0,"['English', 'Japanese']",['Japanese'],True,False,False,0,0,21,0,0,0,0,0,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False
694,beach club simulator 2024,16-08-2024,7981,8.99,40336.0,5.27093331340532,82,Indie,Catsupp Games,Catsupp Games,2856030,2856030,0 - 20000,66,0,8.79,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Turkish']",[],True,False,False,27,2,0,0,0,0,0,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
695,armored suit solgante,14-06-2024,4236,12.99,40188.0,3.983391950568567,82,Indie,Kagura Games,GapTax,2914470,2914470,0 - 20000,119,0,10.39,0,0,"['English', 'Japanese', 'Simplified Chinese']",[],True,False,False,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
696,sun breed,16-04-2024,4222,14.99,40182.0,4.677975289079946,92,Indie,SuperWriter Games LLC,SuperWriter Games LLC,2573950,2573950,0 - 20000,46,0,11.99,0,0,['English'],[],True,True,True,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
697,my step family,15-03-2024,5403,9.99,40051.0,0.8797257734494592,56,Indie,Kun family,Kun family,2753820,2753820,0 - 20000,5,0,7.99,0,0,"['English', 'Korean', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,True,0,0,0,0,0,0,0,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
698,lazaret,20-02-2024,4436,10.99,39971.0,2.9691842032890894,88,Indie,Aegon Games,Aegon Games,2088280,2088280,20000 - 50000,33,0,9.89,0,0,['English'],['English'],True,False,False,53,2,9,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
699,silent rain,15-07-2024,5574,9.99,39816.0,3.669721526285395,67,Indie,Seedlers Interactive,"2Brains&Coffee,Seedlers Interactive",1791910,1791910,0 - 20000,56,0,9.99,0,1,"['English', 'French', 'German', 'Simplified Chinese', 'Japanese', 'Spanish - Spain', 'Korean']","['English', 'Korean']",True,False,False,56,31,18,0,0,0,0,0,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False
700,slavania,13-03-2024,3238,15.99,39769.0,5.31468190304819,64,Indie,"FrostLeaf Games LLC,Game Art Pioneers",FrostLeaf Games LLC,1349600,1349600,0 - 20000,26,0,12.79,0,0,"['English', 'Russian']",[],True,False,False,87,35,24,128,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
701,rebirth! new lover,06-08-2024,5441,8.99,39756.0,3.3820040022280256,91,Indie,次元边界,次元边界,2803810,2803810,0 - 20000,84,0,8.09,0,0,['Simplified Chinese'],['Simplified Chinese'],True,False,False,224,16,40,237,0,0,0,0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
702,echocalypse: the scarlet covenant,07-06-2024,7701,0.0,39735.0,8.64651914648372,54,Indie,Yoozoo (Singapore) Pte. Ltd,Yoozoo (Singapore) Pte. Ltd,2917030,2917030,0 - 0,0,0,0.0,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'Russian']",[],True,False,False,0,0,0,0,0,0,0,0,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False
703,candy & toys store simulator,26-06-2024,3531,12.99,39589.0,8.506729676566618,91,Indie,Ox Games,Ox Developer,3013700,3013700,0 - 20000,8,0,12.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']",[],True,False,False,41,4,16,0,0,0,0,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
704,cats hidden around the world,09-06-2024,10740,4.99,39527.0,2.280299730203956,97,Indie,Travellin Cats,Travellin Cats,2377970,2377970,0 - 0,0,0,3.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Thai', 'Turkish', 'Traditional Chinese', 'Arabic', 'Indonesian', 'Ukrainian', 'Portuguese - Portugal', 'Spanish - Latin America']",[],True,False,False,0,0,22,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
705,tasokare hotel re:newal,22-01-2024,1283,39.99,39446.0,6.31815504654062,92,Indie,SEEC Inc.,SEEC Inc.,2622260,2622260,50000 - 100000,9,0,33.99,0,1,"['Traditional Chinese', 'Japanese', 'Korean']","['Japanese', 'Korean']",True,True,False,8,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
706,macross -shooting insight-,27-03-2024,1100,39.99,39428.0,2.5255326652276247,48,Indie,Bushiroad Inc.,KAMINARI GAMES Inc.,2103230,2103230,0 - 20000,13,0,39.99,0,0,['Japanese'],[],True,False,False,11,8,56,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
707,britannia,04-04-2024,3036,24.99,39342.0,24.25514936178075,74,Indie,"PID Games,Avalon Digital",Avalon Digital,1268420,1268420,0 - 20000,7,0,17.99,0,0,"['English', 'French', 'Portuguese', 'Italian', 'Simplified Chinese']",[],True,True,False,11,1,0,0,0,0,0,0,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False
708,lysfanga: the time shift warrior,13-02-2024,2741,19.99,39323.0,8.184091418936433,78,Indie,Spotlight by Quantic Dream,Sand Door Studio,2161620,2161620,0 - 0,0,0,19.99,0,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']","['English', 'Turkish']",True,False,False,0,0,63,0,0,0,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
709,snapshot vr,05-04-2024,2907,19.99,39215.0,25.527867024835096,87,Indie,Giant Scam Industries,Giant Scam Industries,1133580,1133580,0 - 20000,3,0,19.99,0,0,['English'],[],True,False,False,75,10,11,0,0,0,0,0,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
710,shanghai summer,07-02-2024,3771,12.99,39145.0,2.7283112400338663,0,Indie,Astrolabe Games,FUTU Studio,1323830,1323830,20000 - 50000,20,0,11.69,0,0,"['Simplified Chinese', 'English', 'Japanese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Spanish - Latin America']",[],True,False,False,161,3,35,157,0,0,0,0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
711,sex detective [18+],20-01-2024,6159,9.99,39057.0,2.62368680328011,74,Indie,BanzaiProject,BanzaiProject,2732510,2732510,0 - 20000,57,0,6.29,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Vietnamese', 'Greek', 'Danish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Norwegian', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Romanian', 'Thai', 'Turkish', 'Hungarian', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Indonesian', 'Spanish - Latin America']","['English', 'Spanish - Latin America']",True,False,False,0,0,15,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
712,chromosome evil 2,15-02-2024,2504,19.99,38734.0,15.35812128894409,91,Indie,S.C. 16 BIT NIGHTS S.R.L.,"S.C. 16 BIT NIGHTS S.R.L.,dovganovskiy",2529770,2529770,0 - 20000,1,0,19.99,0,0,"['English', 'Russian']",[],True,False,False,19,1,10,0,0,0,0,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
713,a fascinating story,14-06-2024,5323,9.99,38560.0,2.751939126006837,75,Indie,Lovely Games,L&P,2756390,2756390,0 - 0,0,0,7.89,0,1,"['Simplified Chinese', 'English', 'Russian', 'Japanese', 'Traditional Chinese', 'Korean']","['Simplified Chinese', 'Japanese', 'Korean']",True,False,False,0,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
714,stride: fates,16-05-2024,1456,29.99,38478.0,2.2171262747285883,44,Indie,Joy Way,Joy Way,2597880,2597880,0 - 20000,18,0,29.99,0,0,['English'],['English'],True,False,False,29,75,0,0,0,0,0,0,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False
715,brainwashing with tentacles r,25-05-2024,4016,11.99,38429.0,1.6485084560717145,73,Indie,Dieselmine,kagurado,2862430,2862430,0 - 20000,0,0,9.59,0,0,"['Japanese', 'English', 'Simplified Chinese']","['Japanese', 'Simplified Chinese']",True,False,False,0,0,18,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False
716,false dream,16-01-2024,22446,1.99,38327.0,2.8520489149129244,97,Indie,TenkaiGames,TenkaiGames,2753720,2753720,0 - 20000,0,0,1.79,0,0,"['English', 'Japanese']",[],True,False,False,61,1,6,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
717,chocolate factory,18-06-2024,2560,19.99,38045.0,5.231778431189281,58,Indie,Tbjbu2,Tbjbu2,2854710,2854710,0 - 20000,0,0,15.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']",[],True,False,False,36,19,0,0,0,0,0,0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
718,touhou ~red empress devil.,07-03-2024,5933,7.99,37988.0,1.1907577469879576,79,Indie,STUDIO POCO,STUDIO POCO,1734070,1734070,20000 - 50000,7,0,7.19,0,0,"['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Polish', 'Russian', 'Korean']",[],True,False,False,87,19,17,109,0,0,0,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
719,timemelters,28-02-2024,2700,19.99,37803.0,5.238353917176057,94,Indie,Autoexec Games,Autoexec Games,1096140,1096140,0 - 20000,19,0,17.99,0,0,"['English', 'French']",[],True,False,False,20,1,51,0,0,0,0,0,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False
720,escape memoirs: safe house,19-07-2024,4474,9.99,37696.0,3.980908947622048,97,Indie,0 Deer Soft Partnership,0 Deer Soft,2722360,2722360,0 - 20000,0,0,8.99,0,0,['English'],['English'],True,False,False,13,1,14,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
721,legend of the master baiter,21-06-2024,5111,9.99,37590.0,4.788857462263077,78,Indie,Kagura Games,BigWednesday,2864830,2864830,0 - 20000,0,0,7.99,0,0,"['English', 'Japanese', 'Simplified Chinese']",[],True,False,False,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
722,silent depth 2: pacific,16-07-2024,3423,12.99,37567.0,3.543798908664691,58,Indie,MicroProse Software,MicroProse Software,2591010,2591010,0 - 20000,14,0,12.99,0,0,['English'],['English'],True,False,False,42,40,0,0,0,0,0,0,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False
723,pampas & selene: the maze of demons,21-05-2024,5126,9.99,37487.0,7.261998140753362,93,Indie,Unepic Games,@unepic_fran,1966220,1966220,0 - 20000,48,0,7.99,0,2,"['English', 'Spanish - Spain', 'Japanese']",[],True,False,False,55,1,68,0,0,0,0,0,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False
724,union of gnomes,18-07-2024,3038,14.99,37472.0,4.858536097701764,93,Indie,HeroCraft PC,Hoolignomes,2097030,2097030,0 - 20000,8,0,14.99,0,1,"['English', 'Simplified Chinese', 'Russian', 'Traditional Chinese', 'German', 'Japanese', 'Spanish - Spain', 'Spanish - Latin America']",[],True,False,False,154,11,20,126,0,0,0,0,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False
725,my little pony: a zephyr heights mystery,17-05-2024,1064,39.99,37380.0,5.784979175911031,88,Indie,Outright Games Ltd.,Drakhar Studios,2235440,2235440,0 - 0,0,0,39.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Danish', 'Dutch', 'Finnish', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Spanish - Latin America', 'Traditional Chinese']",True,False,False,0,0,15,0,0,0,0,0,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False
726,world turtles,15-04-2024,2761,19.99,37235.0,2.8684712372014327,78,Indie,indie.io,Re: cOg Mission,1512050,1512050,0 - 20000,8,0,15.99,0,0,"['English', 'German', 'Simplified Chinese', 'Afrikaans']","['English', 'Afrikaans']",True,True,True,18,2,120,0,0,0,0,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
727,darkness revenge,08-02-2024,4505,9.99,37160.0,3.036385164083652,81,Indie,Hematite,Hematite,2112680,2112680,0 - 20000,20,0,9.99,0,0,['English'],[],True,False,False,0,0,27,0,0,0,0,0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
728,linkito,23-07-2024,2923,14.99,37043.0,4.508091899937316,88,Indie,"Playdigious Originals,Kimeria Games",Kalinarm,2312770,2312770,0 - 20000,13,0,14.99,0,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",[],True,False,True,58,10,37,0,0,0,0,0,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
729,aground zero,18-01-2024,2046,19.99,36809.0,13.945204139951857,92,Indie,Fancy Fish Games,Fancy Fish Games,1795570,1795570,0 - 20000,56,0,19.99,0,0,['English'],[],True,False,True,13,0,22,0,0,0,0,0,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False
730,towerful defense: a rogue td,29-07-2024,4968,9.99,36774.0,4.435117143496472,78,Indie,Mini Fun Games,Mini Fun Games,2453610,2453610,0 - 20000,93,0,8.19,0,1,"['English', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",[],True,True,True,71,18,38,0,162,162,162,162,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False
731,virtua unlimited project,24-04-2024,4091,10.99,36626.0,7.486923043711081,0,Indie,Neverland Entertainment,Virtua Ride System,1934030,1934030,0 - 20000,95,0,9.89,0,2,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,80,6,46,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False
732,14 minesweeper variants 2,14-06-2024,6567,6.99,36460.0,30.8273594644494,98,Indie,Artless Games,"Alith Games,Artless Games",2631960,2631960,0 - 20000,0,0,5.94,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Japanese', 'Korean', 'Polish', 'Russian']",[],True,False,False,0,0,68,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
733,die by the blade,16-05-2024,2085,19.99,36435.0,4.79305152673187,61,Indie,Grindstone,"Grindstone,Triple Hill Interactive,Toko Midori Games",1154670,1154670,100000 - 200000,51,0,19.99,0,0,"['English', 'Japanese', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Korean']","['English', 'Korean']",True,False,False,62,41,13,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False
734,real dive world,10-05-2024,2501,19.99,36294.0,2.67005413560503,82,Indie,OTAKU Plan,TANUKIHOUSE,2337090,2337090,0 - 20000,41,0,15.99,0,0,"['Japanese', 'English', 'Simplified Chinese']",[],True,False,False,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
735,climber animals: together,22-03-2024,12770,3.99,36224.0,2.713706604500689,93,Indie,Weakfish Studio Publishing,Payoff Games,2744880,2744880,0 - 0,0,0,3.19,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",[],True,False,False,0,0,11,0,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
736,archean,16-05-2024,2138,19.99,36163.0,35.56501054328521,92,Indie,"batcholi,FloDKSM","batcholi,FloDKSM",2941660,2941660,0 - 0,0,0,14.99,0,0,['English'],[],True,False,True,0,0,0,0,0,0,0,0,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
737,knights within,15-05-2024,2479,17.99,36030.0,7.057114379278621,97,Indie,Indecision Labs,Indecision Labs,2406180,2406180,0 - 20000,11,0,16.19,0,0,['English'],['English'],True,False,False,33,1,0,0,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
738,master of chess,12-06-2024,3176,14.99,36029.0,9.34233207450903,86,Indie,BRANE,BRANE,2248900,2248900,0 - 20000,41,0,11.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Portugal', 'Russian', 'Vietnamese', 'Italian', 'Serbian']",[],True,False,False,17,0,0,0,0,0,0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False
739,umbraclaw,30-05-2024,1971,24.99,36009.0,4.507811287732485,93,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2428420,2428420,0 - 20000,47,0,19.99,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']","['English', 'Japanese', 'Portuguese - Brazil']",True,False,False,29,5,34,0,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
740,c.a.r.d.s. rpg: the misty battlefield,22-05-2024,1133,39.99,35903.0,10.33745263202776,46,Indie,ACQUIRE Corp.,ACQUIRE Corp.,2539880,2539880,0 - 20000,27,0,35.99,0,7,"['Japanese', 'English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Polish', 'Simplified Chinese', 'Traditional Chinese']","['Japanese', 'English', 'Traditional Chinese']",True,False,False,12,17,36,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
741,rogue fable iv,26-01-2024,3991,11.99,35878.0,26.67117876901817,92,Indie,Pixel Forge Games,Pixel Forge Games,2720010,2720010,0 - 20000,0,0,9.59,0,0,['English'],[],True,True,False,0,0,0,0,0,0,0,0,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False
742,innocence or money | season 2 | episode 1,10-08-2024,9947,3.99,35719.0,1.892374217964523,75,Indie,MarcialART,MarcialART,3064420,3064420,0 - 0,0,0,3.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Turkish', 'Ukrainian', 'Estonian', 'Latvian', 'Lithuanian', 'Slovak', 'Slovenian']",[],True,False,True,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
743,the cooking game vr,09-08-2024,3127,19.99,35330.0,1.6773863133265157,72,Indie,Play Spirit Limited,Play Spirit Limited,857180,857180,0 - 20000,2,0,14.99,0,0,['English'],['English'],True,False,False,37,15,22,0,0,0,0,0,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False
744,top racer collection,06-03-2024,2184,19.99,35298.0,4.23830756740612,83,Indie,"QUByte Interactive,Piko Interactive,bleem.net",QUByte Interactive,2214000,2214000,0 - 20000,20,0,19.99,0,0,"['English', 'Portuguese - Brazil']",[],True,False,False,57,12,25,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False
745,ballance,05-01-2024,9412,5.99,35198.0,1.613739933077078,78,Indie,Ziggurat,Cyparade,2000770,2000770,0 - 20000,34,0,3.59,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",[],True,False,False,0,0,0,109,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
746,galactic glitch,15-07-2024,3974,12.99,35181.0,4.501046549918738,94,Indie,Crunchy Leaf Games,Crunchy Leaf Games,1536620,1536620,0 - 20000,24,0,12.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Ukrainian', 'Portuguese - Brazil']",[],True,False,False,170,9,67,158,0,0,0,0,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False
747,the assistant season 2,29-08-2024,4501,9.99,35119.0,2.944678487160993,87,Indie,Backhole,Backhole,2994260,2994260,0 - 20000,108,0,8.49,0,0,"['English', 'Spanish - Spain']",[],True,True,False,0,0,62,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
748,goblin slayer -another adventurer- nightmare feast,28-02-2024,700,54.99,34638.0,8.28881600993995,48,Indie,Bushiroad Inc.,"APOLLOSOFT Inc.,mebius.",2456410,2456410,0 - 20000,27,0,54.99,0,0,['Japanese'],['Japanese'],True,False,False,6,9,16,0,0,0,0,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
749,unspoken,01-04-2024,13185,2.99,34570.0,1.221261653746725,91,Indie,Weeping Studio,Weeping studio,2846290,2846290,0 - 20000,1,0,2.99,0,0,"['English', 'Russian']","['English', 'Russian']",True,False,False,33,4,15,0,0,0,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
750,trap yuri garden,10-06-2024,3168,14.99,34538.0,4.174798019139268,93,Indie,"Eroge Japan,Sanuk Inc.",No Strike,2183910,2183910,0 - 0,0,0,11.99,0,1,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
751,llamasoft: the jeff minter story,13-03-2024,1437,29.99,34480.0,2.6086928041531428,93,Indie,Digital Eclipse,Digital Eclipse,2236680,2236680,0 - 0,0,0,29.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']","['English', 'Japanese']",True,False,False,0,0,14,0,0,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
752,busty milf and summer country sex life,25-04-2024,1920,22.99,34423.0,2.5442447265943544,94,Indie,Dieselmine,MikanBatake,2795310,2795310,0 - 20000,16,0,18.39,0,0,"['Japanese', 'English', 'Simplified Chinese']","['Japanese', 'Simplified Chinese']",True,False,False,0,0,8,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
753,retrowave world,10-05-2024,4976,9.99,34177.0,6.393304313510181,83,Indie,RewindApp,RewindApp,2413050,2413050,0 - 0,0,0,7.49,0,0,"['English', 'French', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'German', 'Czech', 'Hungarian', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Italian', 'Bulgarian', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Indonesian', 'Korean', 'Norwegian', 'Romanian', 'Swedish', 'Thai', 'Turkish', 'Ukrainian', 'Vietnamese', 'Catalan']",[],True,False,False,0,0,80,0,0,0,0,0,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False
