name,releaseDate,copiesSold,price_x,revenue,avgPlaytime,reviewScore,publisherClass,publishers_x,developers_x,steamId,appid,estimated owners,price_y,dlc count,supported languages,header image,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,categories,genres,tags
fallen leaf,15-07-2024,2354,16.99,33220.0,6.47813663302046,90,Indie,Delta Shore Games,Delta Shore Games,1459010,1459010,0 - 20000,14.44,1,['English'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1459010/header.jpg?t=1721516920,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Indie","Platformer,Indie,Pixel Graphics,Action,Retro,2D,Side Scroller,Old School,2D Platformer,Singleplayer,Fantasy,Anime"
monster girl conquest records battle orc,09-05-2024,3604,10.99,33040.0,2.6832910240482435,93,Indie,Shady Corner Games,mozu field,2680840,2680840,0 - 20000,9.89,0,"['English', 'Japanese']",https://cdn.akamai.steamstatic.com/steam/apps/2680840/header.jpg?t=1715602187,0,0,0,0,0,"Single-player,Family Sharing","Action,Adventure",
teenage mutant ninja turtles arcade: wrath of the mutants,23-04-2024,1443,29.99,32967.0,2.551853235737157,62,Indie,GameMill Entertainment,Cradle Games,2527580,2527580,0 - 20000,25.49,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch']",https://cdn.akamai.steamstatic.com/steam/apps/2527580/header.jpg?t=1713884525,0,0,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing",Action,"Action,Casual,Arcade,2D Fighter,Beat 'em up,Side Scroller,Cartoon,Cartoony,Colorful,Combat,Co-op,Local Co-Op,Local Multiplayer,Multiplayer,Singleplayer,Ninja"
dungeon exiles,07-08-2024,3916,9.99,32913.0,8.265966155033187,77,Indie,Gronkins,Gronkins,2850100,2850100,0 - 20000,8.49,0,['English'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2850100/header.jpg?t=1723102224,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,RPG,Strategy","Strategy,Auto Battler,Rogue-like,2D,Combat,RPG,Class-Based,Dungeon Crawler,Rogue-lite,Strategy RPG,Indie,Pixel Graphics,Medieval,Fantasy,Loot,Magic,Singleplayer,Perma Death,Dark,Dark Fantasy"
an english haunting,22-05-2024,2877,13.99,32895.0,4.98717775106139,96,Indie,"Postmodern Adventures,enComplot",Postmodern Adventures,2474030,2474030,0 - 20000,12.59,1,"['English', 'Spanish - Spain']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2474030/header.jpg?t=1716399382,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing",Adventure,"Adventure,Pixel Graphics,Point & Click,2D,Third Person,Gothic,Mystery,Supernatural,Horror,Psychological Horror,Story Rich,Singleplayer"
trackline express,18-04-2024,2838,14.99,32789.0,5.505014640252864,85,Indie,Bubblebird Studio,Bubblebird Studio,2343920,2343920,0 - 20000,13.49,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Spanish - Latin America']",https://cdn.akamai.steamstatic.com/steam/apps/2343920/header.jpg?t=1713509773,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Full controller support,Steam Cloud,Includes level editor,Family Sharing","Action,Indie,Strategy",
rum & gun,26-08-2024,8875,4.99,32753.0,12.051587904666636,94,Indie,Borington,Borington,1210800,1210800,0 - 20000,4.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1210800/header.jpg?t=1656843432,119,0,0,0,0,"Single-player,Multi-player,Co-op,LAN Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Includes level editor","Action,Adventure,Indie,RPG,Early Access","Early Access,Hack and Slash,Pirates,Action RPG,Loot,Isometric,Top-Down Shooter,Action-Adventure,Funny,Adventure,Action,RPG,Historical,Dungeon Crawler,Singleplayer,Naval,Fantasy,Level Editor,Indie,Naval Combat"
plushie from the sky,06-05-2024,3684,11.99,32723.0,2.4452972237095225,96,Indie,fishwind,fishwind,1679510,1679510,0 - 0,9.59,0,"['English', 'Japanese', 'Simplified Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Turkish', 'Ukrainian']",https://cdn.akamai.steamstatic.com/steam/apps/1679510/header.jpg?t=1715005891,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG",
horny suika: wet watermelon,02-08-2024,7860,4.99,32631.0,3.632772524791276,91,Indie,Tora Creatives,Tora Creatives,2739980,2739980,0 - 20000,4.49,0,"['English', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2739980/header.jpg?t=1722701771,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy",
nine tereasures of liuyin,01-08-2024,2160,18.99,32506.0,2.98226257938161,0,Indie,kingnagame,kingnagame,2949580,2949580,0 - 20000,18.99,0,"['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese', 'Korean']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2949580/header.jpg?t=1724723815,174,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG","Action RPG,Action-Adventure,Souls-like,Dark Fantasy,3D,Exploration,Indie,Action,Controller,Combat,Dark,RPG,3D Platformer,Drama,Third Person,Adventure,Stealth,Singleplayer,Hack and Slash,Top-Down"
sore wa maichiru sakura no you ni -re:birth-,07-06-2024,1132,39.99,32480.0,10.10257010148131,89,Indie,HIKARI FIELD,Navel,2754170,2754170,0 - 0,29.99,0,"['Japanese', 'Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2754170/header.jpg?t=1717754401,0,0,0,0,0,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual",
tryandlove,25-01-2024,5564,6.99,32472.0,3.313299785383789,51,Indie,MYSTERY CROWN,MYSTERY CROWN,2715590,2715590,0 - 20000,6.29,0,"['Simplified Chinese', 'English', 'Traditional Chinese', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/2715590/header.jpg?t=1706288754,0,0,0,0,0,Single-player,"Casual,Indie,RPG,Simulation","FMV,Dating Sim,Cinematic,Immersive Sim,Visual Novel,Interactive Fiction,Romance,Multiple Endings,Emotional,Female Protagonist,Time Management,Choose Your Own Adventure,Idler,Life Sim,RPG,Otome,3D Vision,First-Person,Action RPG,Story Rich"
wulin chess,01-02-2024,5968,11.99,32365.0,30.11762561523791,76,Indie,East2west Games,LameCat Studio,1525410,1525410,20000 - 50000,11.99,1,"['Simplified Chinese', 'English']",https://cdn.akamai.steamstatic.com/steam/apps/1525410/header.jpg?t=1651720889,328,0,0,0,0,"Single-player,Steam Cloud","Adventure,Indie,RPG,Strategy,Early Access","Early Access,Fantasy,Dark Fantasy,Rogue-like,Singleplayer,Turn-Based Combat,Strategy RPG,Turn-Based Strategy,Tactical RPG,Strategy,Tactical,Story Rich,Rogue-lite,RPG,2D,Adventure,Hand-drawn,Drama,Colorful,Stylized"
my love with the girlsgroup,17-04-2024,2255,25.5,32198.0,2.680101537283766,72,Indie,Bing World,Bing World,2852710,2852710,0 - 20000,15.3,0,"['English', 'Traditional Chinese', 'Korean']",https://cdn.akamai.steamstatic.com/steam/apps/2852710/header.jpg?t=1713507328,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,RPG,Simulation","Immersive Sim,Dating Sim,Interactive Fiction,Romance,First-Person,FMV,Relaxing,Casual,Story Rich,Multiple Endings,Simulation,Drama,Emotional,Cinematic,Singleplayer,Adventure"
benefitship,12-07-2024,12641,2.99,32166.0,1.7604861868198556,96,Indie,RFH Games,RFH Games,2404000,2404000,0 - 20000,2.69,0,['English'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2404000/header.jpg?t=1720795774,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,Indie,Simulation",
lust & legends,09-05-2024,3127,12.99,32128.0,2.322082956917242,79,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment,2899030,2899030,0 - 20000,11.04,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2899030/header.jpg?t=1715315520,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Casual,RPG",
demon slayer -kimetsu no yaiba- sweep the board!,16-07-2024,593,59.99,32016.0,3.4537952979865176,97,AA,SEGA,CyberConnect2,2424110,2424110,0 - 20000,59.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2424110/header.jpg?t=1721143141,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Casual,Simulation","Action,Casual,Anime,Board Game,PvP,Multiplayer,4 Player Local,Minigames,3D,Controller,Simulation,PvE,Quick-Time Events,Tabletop,Demons,Fantasy"
abathor,25-07-2024,2593,14.99,31842.0,5.0401017121337786,91,Indie,JanduSoft,Pow Pixel Games,2295610,2295610,0 - 20000,13.49,1,"['English', 'Spanish - Spain', 'French', 'German', 'Japanese', 'Portuguese - Brazil', 'Catalan']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2295610/header.jpg?t=1721987252,0,0,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Action,Adventure,Indie",
yet another fantasy title (yaft),10-04-2024,2557,19.99,31754.0,2.8679573315310183,61,Indie,"Atomic Wolf,Games Operators",Atomic Wolf,1993450,1993450,0 - 20000,17.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Polish', 'Russian', 'Italian', 'Portuguese - Brazil', 'Ukrainian']",https://cdn.akamai.steamstatic.com/steam/apps/1993450/header.jpg?t=1712928149,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure,Indie","Action-Adventure,Fantasy,Magic,Action,Funny,Dark Humor,Comedy,Horses,Story Rich,Indie,Open World,Adventure,Sandbox,Crime,Top-Down Shooter,Singleplayer,Top-Down,Exploration,Stylized,Atmospheric"
ghostware: arena of the dead,10-06-2024,2758,14.99,31678.0,2.716453630347715,85,Indie,Mothership Loudspeakerz,Daev Team,1893370,1893370,0 - 20000,14.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1893370/header.jpg?t=1681311918,0,0,0,0,0,Single-player,"Action,Adventure,Indie,Early Access","Early Access,Arena Shooter,FPS,Action-Adventure,3D,1990's,Atmospheric,Horror,Dark Humor,Dark,Sci-fi,Choices Matter,Action,Stylized,Shooter,First-Person,Story Rich,Female Protagonist,Old School,Retro"
parfait remake,19-07-2024,1254,34.99,31543.0,6.345430251028448,90,Indie,HIKARI PULSE,"GIGA,Entergram",2947220,2947220,0 - 20000,26.24,0,"['Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2947220/header.jpg?t=1721383191,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual","Casual,Adventure,Interactive Fiction,Dating Sim,Visual Novel,2D Platformer,Anime,Cartoony,Cute,Cinematic,Drama,Comedy,Emotional,Romance,Story Rich,Multiple Endings,Singleplayer"
futanari di funghi,03-06-2024,5273,6.99,31301.0,5.102718338234958,81,Indie,Shady Corner Games,Ahegames,2496640,2496640,0 - 0,6.29,0,['English'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2496640/header.jpg?t=1717440091,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie",
roommates,07-02-2024,4147,9.99,31098.0,3.815552727126738,93,Indie,Octaday,Octaday,2775110,317300,0 - 20000,24.99,2,['English'],https://cdn.akamai.steamstatic.com/steam/apps/317300/header.jpg?t=1569043294,0,1011,0,1749,0,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Indie,Simulation","Visual Novel,Dating Sim,LGBTQ+,Comedy,Anime,Simulation,Romance,Nudity,Indie,Female Protagonist,Mature,Sexual Content,Singleplayer,Otome,Funny,Multiple Endings,Adventure,Choices Matter,Interactive Fiction,Choose Your Own Adventure"
roommates,07-02-2024,4147,9.99,31098.0,3.815552727126738,93,Indie,Octaday,Octaday,2775110,2775110,0 - 20000,9.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2775110/header.jpg?t=1707399908,0,0,0,0,0,Single-player,"Adventure,Casual,RPG,Simulation",
sanya,01-03-2024,2638,14.99,31003.0,1.465351068896308,75,Indie,helpnode,helpnode,1667360,1667360,0 - 20000,12.74,0,"['English', 'Russian', 'Spanish - Latin America']",https://cdn.akamai.steamstatic.com/steam/apps/1667360/header.jpg?t=1709314580,0,0,0,0,0,"Single-player,Steam Achievements,Family Sharing",Adventure,
decimate drive,25-02-2024,4570,7.99,30948.0,1.3102211414602636,93,Indie,Some Random Designing,Some Random Designing,2427950,2427950,0 - 0,6.79,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2427950/header.jpg?t=1708929170,0,0,0,0,0,Single-player,"Action,Indie",
unbeatable professional me with 100 girlfriends,17-05-2024,3760,9.99,30925.0,2.531206269062915,66,Indie,Day Day Up！,philosophy♂,2701420,2701420,0 - 20000,8.99,0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Arabic']",https://cdn.akamai.steamstatic.com/steam/apps/2701420/header.jpg?t=1715934997,0,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Indie,RPG,Simulation,Early Access",
tomboy: love in hot forge,29-02-2024,10169,3.99,30878.0,1.3421321457630302,88,Indie,NSFW18 Games,Zylyx,2732730,2732730,0 - 0,3.39,0,"['English', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/2732730/header.jpg?t=1709422920,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual,Indie,RPG,Simulation",
sex city: 2069,20-07-2024,3751,14.99,30759.0,1.5297924373325982,65,Indie,Octo Games,Octo Games,2487130,2487130,0 - 0,8.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Vietnamese', 'Greek', 'Danish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Norwegian', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Romanian', 'Thai', 'Turkish', 'Hungarian', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Indonesian', 'Spanish - Latin America']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2487130/header.jpg?t=1722242643,124,0,0,0,0,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Casual,RPG",
harvest days: my dream farm,25-07-2024,3482,14.99,30652.0,18.14147562360472,71,Indie,"Family Devs,Toplitz Productions",Family Devs,1515320,1515320,0 - 20000,11.24,1,"['English', 'German', 'Spanish - Spain', 'Simplified Chinese', 'French']",https://cdn.akamai.steamstatic.com/steam/apps/1515320/header.jpg?t=1655989449,0,0,0,0,0,"Single-player,Full controller support","Adventure,Indie,RPG,Simulation,Early Access","Early Access,RPG,Indie,Farming Sim,Life Sim,Simulation,Open World,Colorful,Adventure,Agriculture,Relaxing,Horses,Nature,Trading,Character Customization,Fishing,Cute,3D,Third Person,Singleplayer"
gunvolt records cychronicle,15-02-2024,2470,14.99,30558.0,3.17849779945142,71,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2585040,2585040,0 - 20000,13.49,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",https://cdn.akamai.steamstatic.com/steam/apps/2585040/header.jpg?t=1707984020,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Casual","Action,Casual,Rhythm,Cute,Anime,Fantasy,Singleplayer"
witch's doll,24-05-2024,4909,6.99,30419.0,1.8276383459174887,88,Indie,Elite Lords Studios,Elite Lords Studios,2892000,2892000,0 - 0,6.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Greek', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Ukrainian']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2892000/header.jpg?t=1716564274,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Indie",
anno 1701 history edition,22-04-2024,6151,9.99,30243.0,10.459053119326525,76,AAA,Ubisoft,Ubisoft Mainz,2820140,2820140,0 - 0,4.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/2820140/header.jpg?t=1713805175,0,0,0,0,0,"Single-player,Multi-player,Co-op","Simulation,Strategy",
iislands of war,10-03-2024,3885,4.99,30192.0,11.074408043059782,87,Indie,jwiggs,jwiggs,1162470,1162470,0 - 20000,9.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1162470/header.jpg?t=1584065750,0,0,0,0,0,Single-player,"Action,Adventure,Indie,Early Access","Indie,Action,Adventure,Early Access,Building,Action Roguelike"
forsaken quartet,17-05-2024,3187,12.99,30108.0,3.950541244010975,79,Indie,Kagura Games,AVANTGARDE,2377410,2377410,0 - 20000,10.39,0,"['English', 'Japanese', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2377410/header.jpg?t=1716004786,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Adventure,Indie","RPG,2D,JRPG,Anime,Singleplayer,Adventure,Indie,Sexual Content"
unlucky seven,06-02-2024,5591,7.99,30099.0,2.2119974374852376,47,Indie,"SIG Publishing,Art Games Studio S.A.",Puzzling Dream,579120,579120,0 - 20000,7.99,0,"['English', 'French', 'Italian', 'German', 'Polish', 'Russian', 'Turkish']",https://cdn.akamai.steamstatic.com/steam/apps/579120/header.jpg?t=1649589928,114,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Indie,Early Access","Indie,Story Rich,Pixel Graphics,Choices Matter,Singleplayer,Funny,Horror,Retro,Comedy,Great Soundtrack,Multiple Endings,2D,Cute,Bullet Hell,Early Access,Dark,Psychological Horror,1990's,Dating Sim"
scourge of war - remastered,06-09-2024,1747,18.99,29857.0,10.641074576383453,92,Indie,Norb Software Development LLC,Norb Software Development LLC,2205330,2205330,0 - 20000,18.99,1,"['English', 'Italian', 'German', 'French', 'Spanish - Spain']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2205330/header.jpg?t=1722877311,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Includes level editor,Family Sharing","Action,Indie,Simulation,Strategy,Early Access","Early Access,Immersive Sim,Wargame,Real Time Tactics,Military,War,Artificial Intelligence,Tutorial,Strategy,RTS,Grand Strategy,3D,Top-Down,Simulation,Historical,Team-Based,Family Friendly,Level Editor,Moddable,America"
primateria,08-01-2024,3145,11.99,29843.0,6.623460498120785,85,Indie,Surefire.Games,Yfrit Games,1397130,1397130,0 - 20000,10.79,0,"['English', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'Spanish - Spain']",https://cdn.akamai.steamstatic.com/steam/apps/1397130/header.jpg?t=1705293991,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud","Adventure,Indie,Strategy","Card Battler,Dungeon Crawler,Rogue-lite,Exploration,Card Game,Strategy,Rogue-like,2D,Lore-Rich,Choices Matter,Deckbuilding,Colorful,Hand-drawn,Fantasy,Magic,Inventory Management,Singleplayer,Indie,Turn-Based Strategy,Medieval"
