name,releaseDate,copiesSold,price_x,revenue,avgPlaytime,reviewScore,publisherClass,publishers_x,developers_x,steamId,appid,estimated owners,price_y,dlc count,supported languages,header image,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,categories,genres,tags
corpse keeper,28-05-2024,33315,19.99,480134.0,11.798358652481376,79,Indie,Thermite Games,Melancholia Studio,1601740,1601740,0 - 20000,17.99,0,"['English', 'Simplified Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1601740/header.jpg?t=1676452330,565,0,0,0,0,"Single-player,Full controller support,Steam Cloud","Action,Adventure,Indie,RPG,Strategy,Early Access","Early Access,Action RPG,Dark,Fantasy,Singleplayer,3D,Hack and Slash,Dungeon Crawler,Replay Value,Strategy,Difficult,Souls-like,Action Roguelike,Rogue-like,Gothic,Atmospheric,Medieval,Rogue-lite,Perma Death,Dark Fantasy"
silent breath,05-04-2024,55920,9.99,478886.0,1.253684919186634,70,Indie,EXODIAC STUDIOS,EXODIAC STUDIOS,2796180,2796180,0 - 20000,8.99,0,"['English', 'Japanese', 'German', 'Russian', 'Turkish', 'Portuguese - Portugal', 'French', 'Italian', 'Spanish - Spain']",https://cdn.akamai.steamstatic.com/steam/apps/2796180/header.jpg?t=1712429304,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Indie,Early Access","Horror,1990's,Thriller,Early Access,Psychological Horror,Dark,Exploration,Realistic,First-Person,Perma Death,Multiple Endings,Open World,Simulation,Mystery,Singleplayer,Artificial Intelligence,Walking Simulator,Indie,Adventure"
9-bit armies: a bit too far,26-08-2024,31112,19.99,477043.0,11.292738471310066,89,Indie,Petroglyph,Petroglyph,1439750,1439750,0 - 20000,17.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",https://cdn.akamai.steamstatic.com/steam/apps/1439750/header.jpg?t=1708711223,109,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor","Action,Indie,Simulation,Strategy,Early Access",
remnant records,23-01-2024,40789,15.99,476002.0,6.249774400407087,86,Indie,Noctiluca Studio,Noctiluca Studio,1916310,1916310,0 - 20000,13.59,0,"['English', 'French']",https://cdn.akamai.steamstatic.com/steam/apps/1916310/header.jpg?t=1658250012,0,35,35,35,35,"Single-player,Multi-player,Co-op,Online Co-op","Indie,Early Access",
lust academy - season 3,27-05-2024,35401,14.99,473076.0,8.985764778175827,89,Indie,Bear in the Night,Bear in the Night,2655960,2655960,0 - 20000,14.99,1,"['English', 'Simplified Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2655960/header_alt_assets_2.jpg?t=1716882205,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual,Indie",
loop queen-escape dungeon 3,08-01-2024,28946,19.99,469651.0,5.51790199892241,84,Indie,"Hide Games,PlayMeow",Hide Games,1950450,1950450,0 - 20000,17.99,0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1950450/header.jpg?t=1705046325,246,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play Together","Indie,RPG,Strategy",
anonymous hacker simulator,03-04-2024,30891,19.99,469375.0,7.376180049745447,86,Indie,"G-DEVS.com,CreativeForge Games",Sicarius,2487060,2487060,0 - 20000,15.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish', 'Korean']",https://cdn.akamai.steamstatic.com/steam/apps/2487060/header.jpg?t=1712257582,171,0,0,0,0,"Single-player,Steam Achievements,Family Sharing","Indie,Simulation","Simulation,Hacking,Typing,Immersive Sim,Sandbox,Crime,Detective,Stealth,Life Sim,3D,First-Person,Indie,Cyberpunk,Singleplayer,Realistic,Job Simulator"
kingdom hearts hd 2.8 final chapter prologue,13-06-2024,12254,59.99,467421.0,11.294433700423134,80,AA,Square Enix,Square Enix,2552440,2552440,0 - 20000,41.39,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2552440/header.jpg?t=1718296502,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,RPG",
contractors showdown,25-04-2024,27141,19.99,466608.0,18.18104801253864,80,Indie,Caveman Studio,Caveman Studio,2719160,2719160,0 - 0,17.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2719160/header.jpg?t=1714082820,235,0,0,0,0,"Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Tracked Controller Support,VR Only,Family Sharing","Action,Simulation",
saga emerald beyond,25-04-2024,10425,49.99,464418.0,56.864651920884434,75,AA,Square Enix,Square Enix,2085000,2085000,0 - 20000,49.99,0,"['English', 'Japanese']",https://cdn.akamai.steamstatic.com/steam/apps/2085000/header.jpg?t=1714141292,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",RPG,"Turn-Based,Party-Based RPG,JRPG,Action-Adventure,Female Protagonist,RPG,Strategy,Turn-Based Combat,3D,Multiple Endings,Story Rich,Action,Fantasy,Tactical,Vampire,Cats,Anime,Sci-fi,Singleplayer,Adventure"
dream engines: nomad cities,09-05-2024,23463,29.99,458980.0,24.13013396183912,75,Indie,"Suncrash,Gamera Games",Suncrash,1076750,1076750,0 - 20000,29.99,1,"['English', 'French', 'German', 'Simplified Chinese', 'Russian', 'Japanese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1076750/header.jpg?t=1654892356,317,93,0,93,0,"Single-player,Steam Trading Cards,Steam Workshop,Steam Cloud","Indie,RPG,Simulation,Strategy,Early Access","Early Access,City Builder,Survival,Automation,RPG,Strategy,Simulation,Building,Steampunk,Post-apocalyptic,Singleplayer,Sandbox,Base-Building,Management,Crafting,Resource Management,Tower Defense,Difficult,Economy,Sci-fi"
samurai warriors 4 dx,13-05-2024,10192,49.99,458548.0,14.780196821244653,88,AA,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2719200,2719200,0 - 20000,49.99,0,"['English', 'Japanese']",https://cdn.akamai.steamstatic.com/steam/apps/2719200/header.jpg?t=1715648448,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",Action,"Action,Musou,Hack and Slash,Historical,Spectacle fighter,3D,War,Third Person,3D Platformer,Controller,Online Co-Op,Singleplayer,Multiplayer,Local Multiplayer,Co-op,Local Co-Op"
summerhouse,08-03-2024,124989,4.99,457163.0,2.329047690339736,95,Indie,Future Friends Games,Friedemann,2533960,2533960,50000 - 100000,3.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2533960/header.jpg?t=1710602391,708,117,117,151,151,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy","Singleplayer,Casual,Sandbox,City Builder,Relaxing,Colorful,Building,Atmospheric,Pixel Graphics,Simulation,3D,Indie,Strategy,Stylized"
self defense dojo,11-04-2024,49053,10.99,454488.0,9.62940872357666,87,Indie,WAKUWAKU,WAKUWAKU,2534120,2534120,0 - 20000,9.89,0,"['English', 'Japanese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2534120/header.jpg?t=1713085631,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Casual,Indie,Simulation",
rising lords,18-01-2024,31478,19.99,450937.0,11.480690698372614,73,Indie,"Deck13,WhisperGames",Argonwood,835650,835650,20000 - 50000,19.0,0,"['English', 'French', 'German', 'Polish', 'Russian', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Japanese', 'Korean', 'Italian', 'Spanish - Spain']",https://cdn.akamai.steamstatic.com/steam/apps/835650/header.jpg?t=1656075434,515,287,0,287,0,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Workshop,Steam Turn Notifications,Includes level editor","Indie,Simulation,Strategy,Early Access","Medieval,Turn-Based Tactics,Turn-Based Strategy,Strategy,Indie,Multiplayer,Tactical,Turn-Based,Turn-Based Combat,Early Access,Base-Building,Hex Grid,2D,City Builder,Simulation,Singleplayer,Sandbox,Hand-drawn,Co-op,Replay Value"
ogu and the secret forest,29-07-2024,29556,24.99,447349.0,12.38599020840312,96,Indie,Sinkhole Studio,"Moonlab Studio,Sinkhole Studio",1985960,1985960,0 - 20000,16.19,0,"['Korean', 'English', 'Japanese']",https://cdn.akamai.steamstatic.com/steam/apps/1985960/header.jpg?t=1679618058,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Early Access","Adventure,Action,Casual,Action-Adventure,Puzzle,Exploration,2D,Cute,Hand-drawn,Top-Down,Fantasy,Nature,Relaxing,Controller,Open World,PvE,Story Rich,Singleplayer,Early Access"
trans-siberian railway simulator,30-05-2024,26748,19.99,439367.0,7.473760984153682,92,AA,PlayWay S.A.,Pentacle,998400,998400,20000 - 50000,17.99,0,"['English', 'German', 'Polish', 'Russian', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Italian', 'Japanese', 'Czech', 'Portuguese - Portugal', 'Turkish', 'Hungarian']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/998400/header.jpg?t=1717079085,253,0,0,0,0,"Single-player,Family Sharing","Action,Adventure,Casual,Indie,Simulation,Early Access","Early Access,Simulation,Trains,Survival,Driving,Open World Survival Craft,First-Person,Adventure,Open World,Realistic,Action,Casual,Singleplayer,Exploration,Action-Adventure,Atmospheric,Building,Inventory Management,Dark,Indie"
inkulinati,22-02-2024,32914,24.99,438381.0,10.260957164525532,89,AA,Daedalic Entertainment,Yaza Games,957960,957960,0 - 20000,22.49,2,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/957960/header_alt_assets_0.jpg?t=1675249106,0,0,0,0,0,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together","Casual,Indie,Strategy,Early Access","Early Access,Turn-Based Strategy,Medieval,Turn-Based Tactics,Rogue-lite,Turn-Based,Funny,Deckbuilding,Dark Humor,Hand-drawn,PvP,Stylized,2D,Strategy RPG,PvE,Historical,Turn-Based Combat,Strategy,Multiplayer,Singleplayer"
meta-ghost: the breaking show,24-04-2024,29511,17.99,438131.0,27.94245613578306,74,Indie,"Flawless Gaming,Erabit",Scarecrow Studio,2507980,2507980,0 - 20000,16.19,0,"['English', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2507980/header.jpg?t=1714041241,264,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Family Sharing","Action,Indie,RPG,Early Access",
flintlock: the siege of dawn,17-07-2024,13360,39.99,428492.0,8.54822977632938,78,Indie,Kepler Interactive,A44 Games,1832040,1832040,0 - 20000,39.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Polish', 'Portuguese - Brazil']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1832040/header.jpg?t=1721398447,358,536,536,536,536,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Family Sharing","Action,Adventure,RPG","Fox,Magic,Action,Adventure,Souls-like,Singleplayer,Action RPG,Combat,Third Person,Dark Fantasy,RPG,Fantasy,Hack and Slash,Action-Adventure,Exploration,Female Protagonist,3D,Alternate History,Cinematic,Story Rich"
enishia and the binding brand,10-05-2024,36535,14.99,420150.0,8.334240655135321,89,Indie,Kagura Games,Shimobashira Workshop,2582650,2582650,0 - 20000,11.99,0,"['English', 'Japanese', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2582650/header.jpg?t=1715400017,163,0,0,0,0,"Single-player,Steam Cloud,Family Sharing",RPG,"RPG,JRPG,Anime,2D,Sexual Content,Cute,Singleplayer,Hentai,Nudity,RPGMaker,Mature,NSFW,Female Protagonist"
the witch of fern island,27-02-2024,24841,24.99,419597.0,42.1769780679866,80,Indie,indie.io,Enjoy Studio S.A.,1550010,1550010,0 - 20000,15.99,0,"['English', 'Polish']",https://cdn.akamai.steamstatic.com/steam/apps/1550010/header.jpg?t=1683129705,0,0,0,0,0,"Single-player,Partial Controller Support,Steam Cloud","Adventure,Casual,Indie,RPG,Simulation,Early Access","Early Access,Adventure,Life Sim,Female Protagonist,Cute,Farming Sim,Flight,Open World,Sandbox,Casual,Exploration,Crowdfunded,Magic,Stylized,Immersive Sim,Hidden Object,Choose Your Own Adventure,Lore-Rich,Building,Third Person"
tribes 3: rivals,12-03-2024,25090,19.99,409596.0,23.34107405843711,73,Indie,Prophecy Games,Prophecy Games,2687970,2687970,50000 - 100000,17.99,2,"['English', 'French', 'German', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Ukrainian']",https://cdn.akamai.steamstatic.com/steam/apps/2687970/header.jpg?t=1710365933,525,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Family Sharing","Action,Early Access","Early Access,Fast-Paced,FPS,Team-Based,First-Person,Arena Shooter,Boomer Shooter,Class-Based,PvP,Multiplayer,Shooter,3D,Skiing,Hero Shooter,Sci-fi,Action,War,Space,Atmospheric,Physics"
children of the sun,09-04-2024,29898,14.99,405492.0,2.7145806764945544,94,AA,Devolver Digital,René Rother,1309950,1309950,0 - 20000,14.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1309950/header.jpg?t=1712838642,288,269,269,269,269,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Indie,Strategy","Action,Strategy,Arcade,Shooter,Real Time Tactics,Third-Person Shooter,3D,Psychedelic,Stylized,Third Person,Indie,Assassin,Atmospheric,Singleplayer,Dark,Puzzle,Tactical,Female Protagonist,Sniper"
mahjong soul,23-07-2024,50514,0.0,404777.0,13.097029411695926,92,Indie,YOSTAR HONG KONG LIMITED,Catfood Studio,2739990,2739990,0 - 0,0.0,0,"['English', 'Korean', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2739990/header.jpg?t=1723193451,0,0,0,0,0,"Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,In-App Purchases","Casual,Strategy",
contra: operation galuga,12-03-2024,12497,39.99,398126.0,8.399051408132877,87,AA,KONAMI,WayForward,2235020,2235020,50000 - 100000,35.99,0,"['English', 'French', 'Italian', 'German', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Spanish - Spain']",https://cdn.akamai.steamstatic.com/steam/apps/2235020/header.jpg?t=1710739177,164,0,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together,Family Sharing",Action,"Action,Arcade,Shooter,Platformer,2D Platformer,Shoot 'Em Up,Side Scroller,2D,1980s,1990's,Sci-fi,Aliens,Retro,PvE,Controller,Character Customization,Combat,Tutorial,Female Protagonist,Story Rich"
in heat: lustful nights,21-06-2024,32781,14.99,397065.0,6.52036594813416,92,Indie,Critical Bliss,MonsterBox,1962890,1962890,0 - 20000,11.99,0,"['English', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Russian']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1962890/header.jpg?t=1719013609,188,0,0,0,0,"Single-player,Full controller support,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Early Access",
harold halibut,16-04-2024,14341,34.99,394548.0,6.805622153637477,82,Indie,Slow Bros.,Slow Bros.,924750,924750,0 - 20000,29.74,1,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Japanese', 'Korean', 'Russian', 'Turkish']",https://cdn.akamai.steamstatic.com/steam/apps/924750/header.jpg?t=1713395620,190,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,HDR available,Family Sharing","Adventure,Casual,Indie","Story Rich,Cinematic,Walking Simulator,Exploration,Adventure,Third Person,Atmospheric,Casual,Interactive Fiction,Lore-Rich,Cozy,Wholesome,Indie,Emotional,Sci-fi,Relaxing,Funny,Visual Novel,RPG,Singleplayer"
all quiet in the trenches,17-01-2024,16987,24.99,389794.0,5.104839946954534,91,Indie,Totally Not Aliens,Totally Not Aliens,863500,863500,0 - 20000,22.49,0,"['English', 'German']",https://cdn.akamai.steamstatic.com/steam/apps/863500/header.jpg?t=1705517623,128,0,0,0,0,Single-player,"Indie,RPG,Simulation,Strategy,Early Access",
ancient warfare 3,26-01-2024,51499,12.99,387300.0,30.295830170722663,95,Indie,Jannik Nickel,Jannik Nickel,758990,758990,100000 - 200000,9.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/758990/header.jpg?t=1621254601,1734,453,0,480,0,"Single-player,Steam Workshop,Includes level editor","Action,Indie,Simulation,Strategy,Early Access","Action,Simulation,Strategy,Indie,Sandbox,Early Access,War,Singleplayer,Moddable"
mech engineer,21-05-2024,33261,14.99,386128.0,14.715389523377375,76,Indie,MicroProse Software,KiberKreker,1428520,1428520,0 - 20000,14.99,0,"['English', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/1428520/header.jpg?t=1651301102,0,45,0,45,0,Single-player,"Indie,Simulation,Strategy,Early Access","Management,Character Customization,Dungeon Crawler,Simulation,Auto Battler,Resource Management,Strategy,Indie,Building,Early Access,Real Time Tactics,Pixel Graphics,RTS,Mechs,Realistic,Stylized,Singleplayer,2.5D,2D"
knightly passions,26-04-2024,38551,11.99,384939.0,8.01276168996395,92,Indie,FEYADA,FEYADA,1554260,1554260,0 - 20000,10.79,2,"['English', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/1554260/header.jpg?t=1714160596,119,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual,Indie",
lovecraft,09-04-2024,17668,0.0,382551.0,61.80570131947321,79,Indie,WEALTHBIRD,WEALTHBIRD,2692440,2692440,0 - 0,0.0,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2692440/header.jpg?t=1712693045,0,0,0,0,0,"Multi-player,MMO,In-App Purchases","Casual,Massively Multiplayer,RPG,Simulation",
sunnyside,14-06-2024,16881,29.99,381290.0,27.80376143819145,71,Indie,"Merge Games,Maximum Entertainment",RainyGames,1746930,1746930,0 - 0,23.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1746930/header.jpg?t=1718444235,249,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Casual,Indie,RPG,Simulation",
beltmatic,29-03-2024,62742,6.99,381263.0,11.198090277602097,93,Indie,Notional Games,Notional Games,2674590,2674590,0 - 0,6.29,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2674590/header.jpg?t=1711698143,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy",
dicefolk,27-02-2024,31466,14.99,380842.0,13.233308403295124,90,AA,Good Shepherd Entertainment,"LEAP Game Studios,Tiny Ghoul",1996430,1996430,20000 - 50000,14.99,1,"['English', 'French', 'German', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese', 'Korean', 'Traditional Chinese', 'Portuguese - Brazil']",https://cdn.akamai.steamstatic.com/steam/apps/1996430/header.jpg?t=1709379465,191,132,132,132,132,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Casual,Indie,Strategy","Roguelike Deckbuilder,Turn-Based Strategy,Rogue-like,Turn-Based Combat,Rogue-lite,Strategy,Strategy RPG,Creature Collector,Singleplayer,Casual,Deckbuilding,2D,Cute,Procedural Generation,Cartoony,Colorful,Family Friendly,Fantasy,Loot,Tactical"
garten of banban 7,10-05-2024,42078,9.99,378109.0,4.023750790547608,83,Indie,Euphoric Brothers,Euphoric Brothers,2693060,2693060,0 - 0,9.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Turkish', 'Ukrainian', 'Bulgarian']",https://cdn.akamai.steamstatic.com/steam/apps/2693060/header.jpg?t=1715349592,507,0,0,0,0,"Single-player,Partial Controller Support,Family Sharing","Action,Adventure,Casual,Indie",
anomaly agent,24-01-2024,57981,11.99,375083.0,10.02888096448273,97,Indie,"Phew Phew Games,GameDev.ist",Phew Phew Games,2378620,2378620,50000 - 100000,9.59,0,"['English', 'Spanish - Spain', 'Simplified Chinese', 'Turkish', 'Portuguese - Brazil', 'Russian', 'French', 'German', 'Japanese', 'Spanish - Latin America', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2378620/header.jpg?t=1706513407,3912,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie","Action-Adventure,Pixel Graphics,Cyberpunk,2D Platformer,2D Fighter,Action,Side Scroller,Sci-fi,Hack and Slash,2D,Colorful,Choices Matter,Story Rich,Action RPG,1980s,Controller,Adventure,Linear,Multiple Endings,Conversation"
withering rooms,05-04-2024,17777,24.99,373115.0,18.018266950413388,98,Indie,Perp Games,Moonless Formless,2006140,2006140,0 - 20000,14.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2006140/header.jpg?t=1664866820,0,0,0,0,0,"Single-player,Partial Controller Support","Adventure,Early Access","Horror,Adventure,Mystery,Action Roguelike,2.5D,Procedural Generation,2D,Stealth,Early Access,Female Protagonist,Singleplayer"
clothing store simulator,17-06-2024,36906,12.99,372353.0,17.46639916897099,94,Indie,Kiki Games,Kiki Games,2923390,2923390,0 - 20000,10.39,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Ukrainian']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2923390/header.jpg?t=1719169888,261,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards,Family Sharing","Casual,Indie,Simulation,Early Access","Simulation,Economy,Management,Singleplayer,Immersive Sim,Life Sim,Trading,Capitalism,Casual,Action,Relaxing,Design & Illustration,3D,First-Person,FPS,Inventory Management,Resource Management,Building,Early Access,Realistic"
sketchy's contract,09-04-2024,51018,8.99,367697.0,10.275375648935109,83,Indie,Dimensionless Games,Dimensionless Games,2823080,2823080,0 - 20000,8.09,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2823080/header.jpg?t=1713029397,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Cloud,Family Sharing","Action,Adventure,Indie,Early Access",
dealer simulator,29-01-2024,29327,13.99,366870.0,10.789308195923498,68,Indie,Quadfix Games,Quadfix Games,2625620,2625620,0 - 20000,12.59,0,"['English', 'Turkish']",https://cdn.akamai.steamstatic.com/steam/apps/2625620/header.jpg?t=1706540440,0,0,0,0,0,"Single-player,Steam Achievements","Casual,Indie,Simulation,Early Access","FPS,Immersive Sim,Casual,Driving,Simulation,Management,Life Sim,First-Person,3D,Open World,Early Access,Indie,Realistic,Singleplayer"
first cut: samurai duel,17-01-2024,46699,8.99,366211.0,4.945140092145561,88,Indie,Night Eyes Interactive,Night Eyes Interactive,2193490,2193490,0 - 20000,8.09,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2193490/header.jpg?t=1705515941,330,150,150,150,150,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play Together","Action,Indie","Side Scroller,Hack and Slash,Martial Arts,PvE,PvP,2D Fighter,Arcade,Character Customization,2D,Swordplay,Historical,Action,Pixel Graphics,Medieval,Combat,Atmospheric,Local Multiplayer,Singleplayer,Blood,Co-op"
godsworn,28-03-2024,14834,29.99,365999.0,7.333360562268755,93,Indie,Thunderoak Interactive,Thunderoak Interactive,1328990,1328990,0 - 20000,26.99,1,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1328990/header.jpg?t=1711644655,186,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Family Sharing","RPG,Strategy,Early Access","Early Access,3D,Lore-Rich,RTS,Real-Time,Mythology,Singleplayer,Co-op,PvE,Action RTS,Multiplayer,Vikings,PvP,Base-Building,Fantasy,Stylized,Medieval,Strategy,Top-Down,Historical"
dungeons of hinterberg,18-07-2024,15320,29.99,365533.0,10.238644949560896,94,AA,Curve Games,Microbird Games,1983260,1983260,0 - 20000,26.99,2,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1983260/header.jpg?t=1721396045,131,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,RPG","Adventure,Action,RPG,Fantasy,Exploration,Story Rich,Female Protagonist,Indie,3D Platformer,Cartoony,Action-Adventure,Action RPG,Hack and Slash,Casual,Puzzle,Atmospheric,Singleplayer,Family Friendly,Magic,Colorful"
seablip,17-05-2024,28789,14.99,361489.0,6.631394402038207,0,Indie,Vibedy,Jardar Solli,1471270,1471270,50000 - 100000,13.49,1,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1471270/header.jpg?t=1715955811,102,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Family Sharing","Adventure,Indie,RPG,Early Access","Early Access,Pirates,Pixel Graphics,Open World,Strategy RPG,Action-Adventure,Adventure,RPG,Singleplayer,Exploration,Character Customization,Naval Combat,Casual,Colorful,Indie,Combat,Cute,2D,Fishing,Strategy"
