,name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,AppID,Genres
122,arctic eggs,16-05-2024,24972,9.99,182249.0,1.8052762578319173,97,Indie,CRITICAL REFLEX,"The Water Museum,cockydoody,abmarnie,Cameron Ginex",2763670,2763670,"Adventure,Indie,Simulation"
123,no creeps were harmed td,27-07-2024,14452,19.99,181284.0,16.714114619980005,91,Indie,MinMax Games Ltd.,MinMax Games Ltd.,1932260,1932260,Strategy
124,zoria: age of shattering,07-03-2024,9307,24.99,180957.0,17.806999014427912,80,Indie,"Anshar Publishing,Surefire.Games",Tiny Trinket Games,1159090,1159090,"Adventure,Indie,RPG,Strategy"
125,front mission 2: remake,30-04-2024,6960,34.99,180254.0,21.095318096281108,63,Indie,Forever Entertainment S. A.,Storm Trident S.A.,2865440,2865440,Strategy
126,having a hard time,12-02-2024,16580,12.99,180236.0,5.873573137485592,96,Indie,Quadruple-Q,Quadruple-Q,2420460,2420460,"Adventure,Casual,Simulation,Early Access"
127,"island, sex & survival",25-06-2024,16201,12.99,179792.0,2.754190616196808,77,Indie,Alice Publication,無人島觀光促進會,2911250,2911250,"Casual,Indie,Strategy"
128,sheryl ~the alchemist of the island ruins~,19-04-2024,13210,17.99,179743.0,5.946683096741738,85,Indie,Kagura Games,Pakkuri Paradise,2787300,2787300,RPG
129,"oppai succubus academy sucky and busty, demonic and lusty!",31-07-2024,4993,39.99,179703.0,4.523793592123041,92,Indie,Frontwing USA,Milkfactory,2854170,2854170,"Adventure,Casual"
130,keepup survival,05-03-2024,23894,8.99,179352.0,8.238716732494117,68,Indie,Witte Studio,Witte Studio,1524630,1524630,"Action,Adventure,Indie,Simulation"
131,folie fatale,30-05-2024,38408,5.99,178996.0,3.636514388975916,90,Indie,346lab Localization,Kanmidoko (神海処),2734450,2734450,"Adventure,Indie,Simulation"
132,baten kaitos i & ii hd remaster,17-06-2024,4662,49.99,178950.0,13.164837272057364,84,AAA,Bandai Namco Entertainment,"logicalbeat Co., Ltd.",2146170,2146170,RPG
133,farlands,24-07-2024,14440,14.99,177736.0,4.881503287831916,95,Indie,JanduSoft,"JanduSoft,Eric Rodríguez",2252680,2252680,"Casual,Indie,RPG,Simulation,Early Access"
134,b.e.s.t,18-01-2024,18098,11.99,176781.0,3.8147019706556926,75,Indie,Dolydev,Dolyla,2404390,2404390,"Adventure,Casual,Indie,Early Access"
135,kukoro: stream chat games,02-02-2024,61373,5.99,175228.0,17.006639023780735,98,Indie,HeyNau,HeyNau,1166990,1166990,"Casual,Indie,Massively Multiplayer"
136,backrooms rec.,06-03-2024,20159,9.99,175194.0,1.9294587589570893,72,Indie,Liminal Logic,Liminal Logic,2275020,2275020,"Action,Adventure,Indie,Early Access"
137,old market simulator,21-05-2024,25461,9.99,174298.0,8.685694388370663,93,Indie,"Alcedo Games,Gamersky Games",Alcedo Games,2878420,2878420,"Simulation,Early Access"
138,fleshlight squad - fleshlightize -,12-01-2024,14773,14.99,174069.0,2.14888170402484,83,Indie,072 Project,ちゃおいずむ,2588590,2588590,"Adventure,Casual,Indie,RPG,Strategy"
139,tiny terry's turbo trip,30-05-2024,12896,17.99,173502.0,3.941035344922252,97,Indie,Super Rare Originals,snekflat,2238040,2238040,"Adventure,Casual,Indie,RPG"
140,phantom fury,23-04-2024,8386,24.99,173471.0,6.759825136466032,61,Indie,3D Realms,Slipgate Ironworks™,1733240,1733240,"Action,Indie"
141,broken roads,10-04-2024,6136,34.99,173273.0,6.840685757062152,51,Indie,"Versus Evil,tinyBuild",Drop Bear Bytes,1403440,1403440,RPG
142,rungore,16-05-2024,16112,14.99,172919.0,9.171866180343908,88,Indie,"GrabTheGames,Gamera Games,UpgradePoint","YOUR_MOM'S_HP,RavenJm",2113040,2113040,"Indie,RPG,Strategy"
143,reveil,06-03-2024,10936,19.99,172222.0,5.162763610356412,92,AA,Daedalic Entertainment,Pixelsplit,809060,809060,"Adventure,Indie"
144,kithack model club,01-08-2024,11862,19.99,171463.0,16.004801494161363,89,Indie,"Floating Origin Interactive,Curve Games",Floating Origin Interactive,2107090,2107090,"Action,Indie,Racing,Simulation"
145,a tower full of cats,20-05-2024,41463,4.99,171352.0,2.658659161885786,99,Indie,Devcats,Devcats,2179170,2179170,"Adventure,Casual"
146,drug lord tycoon,31-07-2024,16898,11.99,171160.0,7.688269897496598,88,Indie,Duhndal,Duhndal,2450700,2450700,"Action,Casual,Indie,Simulation,Strategy,Early Access"
147,into the necrovale,26-01-2024,15345,14.99,170271.0,10.197507446551173,93,Indie,Tribal-Storm,Casey Clyde,1717090,1717090,"Action,Adventure,Indie,RPG,Early Access"
148,tomba! special edition,31-07-2024,9464,19.99,170266.0,5.361269289978908,86,Indie,Limited Run Games,Limited Run Games,2851150,2851150,Action
149,fairy tail: dungeons,26-08-2024,16430,13.99,169800.0,7.7027946379318815,93,Indie,Kodansha,ginolabo,2305500,2305500,"Adventure,Indie,RPG"
150,field of glory: kingdoms,04-06-2024,4836,39.99,169077.0,29.630237681613337,82,AA,Slitherine Ltd.,AGEOD,1985050,1985050,Strategy
151,arco,15-08-2024,10274,19.99,168841.0,5.098042446489322,99,Indie,Panic,"Franek,Max Cahill,Bibiki,Fáyer",2366970,2366970,"Action,Indie,Strategy"
152,last hope,18-04-2024,10810,19.99,167966.0,7.281782067780635,94,Indie,"Poolside games,DreamBig Games",Poolside games,2650630,1443950,"Action,Adventure,Casual,Indie,Strategy"
153,last hope,18-04-2024,10810,19.99,167966.0,7.281782067780635,94,Indie,"Poolside games,DreamBig Games",Poolside games,2650630,765620,"Casual,Indie"
154,last hope,18-04-2024,10810,19.99,167966.0,7.281782067780635,94,Indie,"Poolside games,DreamBig Games",Poolside games,2650630,2650630,"Adventure,Casual,Indie,Simulation"
155,smack studio,31-07-2024,13959,14.99,166819.0,61.89405689882235,90,Indie,ThirdPixel Interactive,ThirdPixel Interactive,1739300,1739300,"Action,Casual,Indie"
156,the grey dream,09-01-2024,15783,12.99,165452.0,4.845216579075951,82,Indie,The Greys,The Greys,2497930,2497930,"Indie,Early Access"
157,quilts and cats of calico,05-03-2024,10536,19.99,165375.0,12.60609181612462,96,Indie,"Monster Couch,Flatout Games",Monster Couch,1993180,1993180,"Casual,Indie,Strategy"
158,hypnotic idol,18-06-2024,10261,19.99,163926.0,3.916737738327048,79,Indie,azucat,azucat,2797310,2797310,Simulation
159,night raider,26-01-2024,44974,5.99,163793.0,28.066198713115263,86,Indie,Tsukuyomi,Tsukuyomi,2719290,2719290,"Adventure,Indie"
160,this is a ghost,17-04-2024,12790,14.99,163789.0,24.23037807231731,90,Indie,Nuci,Nuci,1985420,1985420,"Action,Casual,Indie"
161,crypt custodian,27-08-2024,10680,19.99,163307.0,6.014406764508275,98,Indie,"Kyle Thompson,Top Hat Studios, Inc.,H2 Interactive Co., Ltd.",Kyle Thompson,2394650,2394650,Adventure
162,himegashima island,02-08-2024,14305,14.99,163296.0,6.4025414038367305,75,Indie,Kagura Games,Fushidaratei,2991400,2991400,"Adventure,RPG,Simulation"
163,clank!,24-07-2024,7748,22.99,160313.0,11.996352257405444,95,Indie,Dire Wolf,Dire Wolf,1722870,1722870,"Strategy,Early Access"
164,heading out,07-05-2024,9835,19.99,159911.0,4.301057192445973,81,Indie,Saber Interactive,Serious Sim,1640630,1640630,"Adventure,Indie,Racing,Strategy"
165,the game of sisyphus,11-04-2024,28586,6.99,158283.0,5.66407476855285,81,Indie,cream,cream,2904890,2904890,"Action,Adventure,Indie"
166,除邪(chuxie),28-07-2024,25734,6.99,157941.0,1.6539491559621793,83,Indie,LCGaming,LCGaming,2969160,2969160,"Action,Adventure"
167,moose miners,10-05-2024,20363,9.99,157701.0,30.35383039123571,69,Indie,Lingon Studios,Lingon Studios,2591410,2591410,"Casual,Indie,Simulation,Strategy"
168,the inquisitor,08-02-2024,4482,39.99,157178.0,5.87829712643099,70,AA,Kalypso Media,The Dust S.A.,1880470,1880470,"Action,Adventure"
169,vivat slovakia,18-04-2024,6256,29.99,155061.0,4.087998735806734,73,Indie,Team Vivat,Team Vivat,2132690,2132690,"Action,Adventure,Early Access"
170,spy alliance,08-08-2024,93601,1.99,153860.0,0.9404285900243136,70,Indie,ALT Lab,ALT Lab,2757350,2757350,"Adventure,Casual,RPG,Simulation,Strategy"
171,arena renovation,19-01-2024,13814,19.99,153619.0,6.01014217466712,82,AA,"PlayWay S.A.,FreeMind S.A.",Nesalis Games,948880,948880,"Casual,Indie,Simulation,Sports"
172,summer's gone - season 1,10-05-2024,11819,14.99,153346.0,12.394389248708071,96,Indie,OceanAVN,OceanAVN,2240150,2240150,"Adventure,Indie,RPG,Simulation,Strategy"
173,turlock holmes,21-02-2024,27531,9.99,152748.0,6.043817491612786,75,Indie,Neverland Entertainment,Find the Lamp Games,2142160,2142160,"Casual,Strategy"
174,galaxy idle clicker,18-07-2024,14401,0.0,151939.1911440809,99.91404042132116,76,Indie,Soehnle,Soehnle,2962810,2962810,"Casual,Indie,Simulation,Free To Play,Early Access"
175,creator of another world,30-04-2024,10817,18.99,151439.0,28.08123885865699,89,Indie,kuetaro (くえたろう),kuetaro (くえたろう),2761610,2761610,"Indie,RPG"
176,miss neko: pirates,22-03-2024,47322,3.99,151366.0,3.115070265712853,82,Indie,Toffee Cafe,Orangeee,2695270,2695270,"Action,Adventure,Casual,RPG"
177,maid of the dead,29-02-2024,9076,19.99,149494.0,7.925857937636709,84,Indie,qureate,"qureate,IXILL LLC.",1868020,1868020,"Action,Adventure,Indie"
178,project demigod,01-02-2024,9426,19.99,148767.0,7.734520511375408,82,Indie,Fast Travel Games,Omnifarious Studios LLC,1646580,1646580,"Action,Adventure"
179,勾八狂想曲,16-07-2024,36043,4.99,147185.0,3.1321856073593546,93,Indie,勾八游戏,勾八游戏,2996200,2996200,"Adventure,Indie,RPG,Simulation,Early Access"
180,aeruta,15-05-2024,11532,14.99,146384.0,3.823862384264399,86,Indie,"GRAVITY GAME ARISE Co., Ltd.",FromDawn Games,2286780,2286780,"Action,Adventure,Indie,RPG,Early Access"
181,mwneus,12-08-2024,17079,10.99,146188.0,1.5783624783835415,85,Indie,CLLGames,CLLGames,2701210,2701210,"Adventure,Casual,Indie,RPG"
182,"sex, please",24-05-2024,38909,5.99,145765.0,1.5732950377279882,74,Indie,Evil Boobs Cult,Evil Boobs Cult,2608620,2608620,"Action,Simulation"
183,shop legends,03-02-2024,4881,0.0,145540.0,96.4889328536079,51,Indie,Cloudcade,Cloudcade,982300,982300,"Adventure,Casual,RPG,Simulation,Strategy"
184,cd 2: trap master,28-03-2024,12111,14.99,144122.0,14.886709065862858,84,Indie,"ACE ENTERTAINMENT,Erabit",ACE ENTERTAINMENT,2330870,2330870,"Casual,Indie,Strategy"
185,center station simulator,05-04-2024,9795,18.35,144011.0,37.60065180814037,90,Indie,Nightmare Phoenix,Nightmare Phoenix,2823890,2823890,"Indie,Simulation,Early Access"
186,with eyes closed - season 1,16-08-2024,13201,12.99,143830.0,2.62212839425719,80,Indie,Ker,Ker,2492780,2492780,"Adventure,Indie,Simulation"
187,once a porn a time 2,15-06-2024,11016,14.99,143625.0,5.743886096291238,79,Indie,OPT Studio,OPT Studio,2735510,2735510,"Adventure,RPG"
188,hellbreach: vegas,14-08-2024,16668,14.99,143445.0,3.6441777939194218,78,Indie,Iceberg Interactive,Infinity Ape Studios,1691320,1691320,"Action,Indie"
189,i am part-time worker!!,26-06-2024,27661,5.99,143115.0,1.1508789912695352,77,Indie,KomeFukuro,KomeFukuro,2985930,2985930,"Action,Indie,Simulation"
190,bore blasters,08-03-2024,19335,9.99,142092.0,7.815683895628099,84,Indie,8BitSkull,8BitSkull,2398170,2398170,"Action,Adventure,Casual"
191,pool cleaning simulator,05-06-2024,14585,15.99,141787.0,5.968698775476018,70,Indie,"FreeMind S.A.,PlayWay S.A.","Rubens Games,FreeMind S.A.",2165620,2165620,"Adventure,Casual,Indie,Simulation"
192,from glory to goo,02-04-2024,15469,11.99,140951.0,16.68310705082089,92,Indie,Stratagem Blue,Stratagem Blue,2607060,2607060,"Strategy,Early Access"
193,solo leeching~35-year-old magician journey,21-06-2024,15751,10.99,140940.0,1.780681503149469,88,Indie,072 Project,アンクルおじ,2696070,2696070,"Action,Adventure,Indie,RPG"
194,spectral scream,28-08-2024,17856,9.99,140690.0,4.114998906714487,84,Indie,STOIC Ent.,STOIC Ent.,2620240,2620240,"Action,Adventure,Indie,Strategy"
195,1 to 1 humanoid edible toys,07-08-2024,21002,7.99,140013.0,2.4110427035103563,95,Indie,无,"汉谟拉比炒面,我的屁是香哒",2976720,2976720,"Adventure,Casual,Indie,Simulation"
196,astral tale-星界神話,07-01-2024,43217,0.0,138164.27473883974,104.18254808777462,39,Indie,"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.",2591210,2591210,"Action,Adventure,Massively Multiplayer,RPG"
197,ark of charon,08-07-2024,7322,21.99,138039.0,15.685483626994415,83,Indie,SUNSOFT,"Angoo Inc.,SUNSOFT",2827810,2827810,"Simulation,Strategy,Early Access"
198,and the hero was never seen again,10-02-2024,11972,14.99,137489.0,7.030944723548148,90,Indie,Kagura Games,Circle Poison,2582660,2582660,RPG
199,united penguin kingdom,09-03-2024,12818,14.99,137453.0,9.254702087867598,79,Indie,"GrabTheGames,UpgradePoint",Turquoise Revival Games,2635350,2635350,"Indie,Simulation,Strategy"
200,first dwarf,19-06-2024,7002,24.99,136381.0,4.20162183578225,71,Indie,"Star Drifters,4Divinity",Star Drifters,1714900,1714900,"Action,Adventure,Indie,RPG,Early Access"
201,multi turret academy,18-01-2024,17922,8.99,135974.0,10.859354431064316,97,Indie,Scarlet Academy,Scarlet Academy,1869270,1869270,"Action,Indie,Early Access"
202,a twisted path to renown,06-06-2024,5416,29.99,135445.0,32.539100142740494,54,Indie,Game-Labs,Game-Labs,2304660,2304660,"Action,Indie,Massively Multiplayer,Simulation,Early Access"
203,repair this!,19-04-2024,13207,11.99,134665.0,7.129466789211678,88,Indie,hgiSoft,hgiSoft,2517200,2517200,"Casual,Simulation"
204,clickyland,03-06-2024,30891,4.99,134579.0,3.507301277365972,84,Indie,Sokpop Collective,Sokpop Collective,2751050,2751050,Strategy
205,biomorph,05-04-2024,8327,19.99,134478.0,10.81047014652968,94,Indie,Lucid Dreams Studio,Lucid Dreams Studio,1430220,1430220,"Action,Adventure"
206,konosuba - god's blessing on this wonderful world! love for these clothes of desire!,07-02-2024,3261,49.99,133582.0,11.676291704663813,90,Indie,PQube,MAGES. Inc.,2349140,2349140,"Action,Adventure,Casual"
207,tunnel escape,22-08-2024,8953,19.99,133472.0,7.871207655983875,83,Indie,Saikey Studios,Elzee,2908950,2908950,"Action,Adventure,Indie,RPG"
208,liu shan maker,13-05-2024,15876,9.99,132333.0,2.356807953029711,81,Indie,"Playmeow,ACG creator",Xian,1997480,1997480,"RPG,Simulation"
209,casino simulator,23-05-2024,21835,6.99,132078.0,5.142398956146814,91,Indie,Lodos Games,Lodos Games,2898270,2898270,"Casual,Simulation,Early Access"
210,mirror of heaven,01-06-2024,18183,9.25,131680.0,16.510882014762892,81,Indie,Leyo Games,EnjoyPlay Ltd,2180340,2180340,"Action,Indie,RPG"
211,gori: cuddly carnage,29-08-2024,8286,21.99,131175.0,4.812221953692276,98,Indie,"Wired Productions,CouchPlay Interactive (Greater China)",Angry Demon Studio,1299690,1299690,"Action,Adventure,Indie"
212,churn vector,11-01-2024,11565,14.99,130913.0,11.39826729620468,91,Indie,Naelstrof,"Naelstrof,Eugene,Archival",2686900,2686900,"Action,Indie"
213,pine harbor,25-04-2024,10750,17.9,129987.0,1.798743259643329,66,Indie,Vision Forge Team,Vision Forge Team,2448030,2448030,"Action,Indie,RPG,Early Access"
214,chornobyl liquidators,06-06-2024,8056,19.99,129800.0,3.827632608126103,43,Indie,Frozen Way,Live Motion Games,1113010,1113010,"Action,Adventure,Indie,RPG,Simulation"
215,anomaly exit,31-03-2024,23968,5.99,129211.0,1.370028927181579,92,Indie,ExamlGuy,ExamlGuy,2232600,2232600,"Adventure,Casual,Indie"
216,rift wizard 2,24-03-2024,9029,17.99,129153.0,28.482707470589677,94,Indie,Dylan White,Dylan White,2058570,2058570,"Indie,RPG,Strategy,Early Access"
217,magic research 2,21-05-2024,24898,5.99,128483.0,75.52942605437786,95,Indie,Maticolotto,Maticolotto,2864890,2864890,"Indie,RPG,Simulation"
218,potions: a curious tale,07-03-2024,7522,19.99,127676.0,4.2824884665923,91,Indie,Stumbling Cat,Stumbling Cat,378690,378690,"Adventure,Indie,RPG"
219,happy sheepies,08-07-2024,12053,12.99,126481.0,4.561630918417058,82,Indie,Berker Games,Berker Games,2860450,2860450,"Casual,Indie,Simulation,Strategy"
220,kādomon: hyper auto battlers,25-03-2024,15364,9.99,126462.0,9.378672564556648,69,Indie,Fireshine Games,Dino Rocket,2125540,2125540,"Casual,Indie,Simulation,Strategy,Early Access"
221,kitchen crisis,02-04-2024,9362,14.99,126302.0,13.785406431198403,76,Indie,Team Samoyed,Team Samoyed,2118250,2118250,"Casual,Indie"
222,my holiness the gobliness,16-05-2024,18918,7.99,125882.0,1.8054321828185629,90,Indie,"Mango Party,Mango Party News",BFGS,2176570,2176570,"Casual,Indie"
223,kitsune tails,01-08-2024,7489,19.99,124094.0,3.0682539451863797,99,Indie,"Kitsune Games,MidBoss, LLC.",Kitsune Games,1325260,1325260,"Action,Adventure,Indie"
224,don't shout together,14-06-2024,31887,4.99,124033.0,0.9848114232700108,33,Indie,SinisterGames,SinisterGames,2625510,2625510,"Action,Indie,Simulation"
225,everafter falls,20-06-2024,7341,19.99,123977.0,25.153398258825927,90,Indie,Akupara Games,SquareHusky,1416960,1416960,"Action,Adventure,Casual,Indie,RPG,Simulation"
226,devil blade reboot,23-05-2024,9966,15.99,123743.0,4.484006580046724,100,Indie,SHIGATAKE GAMES,SHIGATAKE GAMES,2882440,2882440,"Action,Indie"
227,just xiangqi,15-01-2024,18233,9.99,122952.0,10.496655937885572,86,Indie,Studio Amateur,Studio Amateur,2248180,2248180,"Casual,Indie,Simulation,Strategy"
228,blacksmith. song of two kings.,13-02-2024,6428,24.99,121847.0,12.88320570542318,81,Indie,Pavel Leksin,Pavel Leksin,2531370,2531370,"Adventure,Indie,Simulation"
229,云岚九歌,01-02-2024,8734,0.0,120624.0,53.76316775277071,83,Indie,云岚九歌,云岚九歌,2685430,2685430,"Action,Adventure,Casual,Massively Multiplayer,RPG,Strategy,Free To Play"
230,serviceit: you can do it,04-03-2024,11704,12.99,119970.0,3.2941349420416337,75,Indie,"FreeMind S.A.,PlayWay S.A.",picture4u,2194730,2194730,"Casual,Indie,Simulation,Strategy,Early Access"
231,heroes wanted,11-06-2024,12366,19.99,119956.0,22.056278066296468,85,Indie,Gameplete,Gameplete,2667410,2667410,"Action,Adventure,Casual,Indie,RPG,Strategy"
232,the crush house,09-08-2024,8491,16.99,119615.0,4.720167640168312,76,AA,Devolver Digital,Nerial,2337820,2337820,"Adventure,Simulation"
233,bounty: drag racing,24-05-2024,8324,24.99,119403.0,29.086758428949786,90,Indie,KODgames,KODgames,1803390,1803390,"Action,Massively Multiplayer,Racing,Simulation,Sports"
234,zet zillions,23-05-2024,14513,9.99,118127.0,11.015760970625273,89,AA,Raw Fury,OTA IMON Studios,2229560,2229560,Strategy
235,天呐！找不到真爱就扑街！,30-05-2024,20613,6.99,117466.0,5.547836570388897,85,Indie,國王互娛King Interactive,國王互娛King Interactive,2817690,2817690,"Indie,RPG,Simulation"
236,#blud,18-06-2024,5557,24.99,117246.0,6.316958418986393,76,AA,Humble Games,Exit 73 Studios,1921480,1921480,"Action,Adventure,Indie,RPG"
237,rustil: eternal labyrinth castle,25-04-2024,9425,14.99,117115.0,6.726593259880232,71,Indie,KTMG LLC.,KIC Games,2162820,2162820,"Action,Indie,Early Access"
238,diabotical rogue,04-06-2024,8314,19.99,116875.0,12.374667067893927,79,Indie,GD Studio Inc,GD Studio Inc,2805060,2805060,"Action,Early Access"
239,rock star life simulator,26-02-2024,11394,12.49,116257.0,5.247893236442482,93,Indie,HOGO Games,HOGO Games,2530950,2530950,"Simulation,Early Access"
240,artifact seeker: resurrection,26-07-2024,21260,8.99,115933.0,7.560146965041439,85,Indie,Lynkpin Game,Lynkpin Game,3054610,3054610,"Action,Adventure,Indie,RPG"
241,supernormal,08-01-2024,16944,7.99,115876.0,1.644515685236371,69,Indie,Hitori de Productions,Hitori de Productions,2532430,2532430,"Action,Adventure,Indie"
242,psalm 5:9-13,13-03-2024,34932,3.99,114851.0,0.5496443790101976,86,Indie,"Ranwog,Notex,a1esska","Ranwog,Notex,a1esska",1837220,1837220,Indie
243,pathfinder: gallowspire survivors,04-04-2024,23803,6.99,114460.0,6.935692979085918,64,Indie,BKOM Studios,BKOM Studios,2388460,2388460,"Action,Casual,Indie,RPG"
244,horticular,11-07-2024,7084,19.99,114045.0,8.426789375719885,95,Indie,Slug Disco,inDirection Games,1928540,1928540,"Indie,Simulation,Strategy"
245,sovereign syndicate,15-01-2024,7160,19.99,113468.0,8.545574708566374,86,Indie,Crimson Herring Studios,Crimson Herring Studios,1674920,1674920,RPG
246,tales of spark,04-02-2024,12900,13.99,113195.0,14.51652826490311,85,Indie,Ice and Fire Isle Studio,Ice and Fire Isle Studio,2165390,2165390,"Action,Adventure,Indie,RPG,Early Access"
247,fatal countdown - immoral list of desires,09-04-2024,12388,10.99,113186.0,1.786202605335042,83,Indie,"Playmeow,ACG creator",Secret Garden,1987980,1987980,"Casual,Simulation"
248,stellar settlers: space base builder,11-03-2024,12644,11.99,112737.0,2.8593045181380656,88,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment,2628570,2628570,"Casual,Indie,Simulation,Strategy,Early Access"
249,let's go! my harem farm,21-06-2024,9267,14.99,112505.0,5.636361336203013,81,Indie,OTAKU Plan,XO_PROJECT,2659960,2659960,"Adventure,Indie,RPG,Simulation"
250,personal trainer,27-05-2024,10501,12.99,112150.0,4.550002496678145,81,Indie,Udder Yeti,Domiek,2385140,2385140,Indie
251,dream tactics,15-04-2024,8069,17.99,112147.0,13.108250723006284,94,Indie,indie.io,Spectra Entertainment Inc.,1897650,1897650,"Adventure,Indie,RPG,Strategy"
252,spirit hunter: death mark ii,15-02-2024,2783,49.99,111912.0,11.417801959194982,98,Indie,Aksys Games,"EXPERIENCE,Ghostlight LTD",2080800,2080800,Adventure
253,seifuku kanojo,02-04-2024,5488,29.99,111658.0,9.261170262539688,83,Indie,HIKARI PULSE,Entergram,2673490,2673490,"Adventure,Casual,Simulation"
254,oriental valley,25-04-2024,7846,17.99,111604.0,9.214083597671644,86,Indie,ETime Studio,猫多游戏,2201930,2201930,"Adventure,Casual,Indie,RPG,Simulation"
255,space prison,18-07-2024,6673,19.99,111599.0,8.315043071342291,88,Indie,Firesquid,Wooden Alien,1865930,1865930,"Adventure,RPG,Simulation,Strategy"
256,whispered promises ~ 14 days of love with anna,14-02-2024,8872,15.99,111150.0,1.8763832771371465,93,Indie,072 Project,OMNIS,2507840,2507840,"Casual,Indie,RPG,Simulation"
257,throne of bone,08-04-2024,7755,16.99,110885.0,12.912109890722832,92,Indie,Windmill Slam,Windmill Slam,1866630,1866630,"Strategy,Early Access"
258,love x crotch x gym,29-03-2024,8753,15.99,110745.0,2.402291570090048,83,Indie,072 Project,"奶油貓工作室,バター貓スタジオ",2430700,2430700,"Adventure,Casual,Indie,RPG,Simulation"
259,pesticide not required,18-03-2024,20018,6.5,110721.0,8.986554446747627,94,Indie,Jampacked Games,Jampacked Games,2479320,2479320,Action
260,dragon is dead,07-06-2024,6489,19.99,109973.0,8.952984705381535,77,Indie,"PM Studios, inc.",TeamSuneat,2803280,2803280,"Action,Indie,RPG,Early Access"
261,gourdlets,15-08-2024,29540,4.99,109304.0,4.510849803181503,95,Indie,"Future Friends Games,AuntyGames",AuntyGames,2013730,2013730,"Casual,Indie,Simulation"
262,unreal lust theory,29-03-2024,22266,7.99,108802.0,1.6062343921411546,74,Indie,Inceton games,Inceton games,2573100,2573100,"Adventure,Casual,RPG,Early Access"
263,escape from the room of the serving doll,18-06-2024,18575,6.99,108603.0,1.2631172015065026,87,Indie,Playmeow,桃山プロダクション,2442390,2442390,"Casual,RPG"
264,ntr'd by clumsiness,15-05-2024,20401,6.99,108551.0,2.2641617236393574,80,Indie,Hangover Cat Purrroduction,Hangover Cat Purrroduction,2277300,2277300,"Casual,Indie"
265,rogue voltage,10-05-2024,8150,15.99,108249.0,8.035693626041311,93,Indie,"Horizont Computergrafik,IndieArk",Horizont Computergrafik,1494560,1494560,"Indie,RPG,Simulation,Strategy,Early Access"
266,the braves,03-05-2024,35671,0.0,107932.0,37.56037743623871,65,Indie,101XP,101XP GAME STUDIOS,2479830,2479830,"Action,Casual,Indie,RPG,Free To Play"
267,the political machine 2024,02-05-2024,5997,19.99,107442.0,9.375262746564824,71,Indie,Stardock Entertainment,Stardock Entertainment,2512090,2512090,"Simulation,Strategy"
268,lootun,14-05-2024,23003,5.49,107153.0,64.13552450605829,94,Indie,ArrowSoftGames,ArrowSoftGames,1960270,1960270,RPG
269,stellar initiative,27-05-2024,12661,9.99,106342.0,7.096431675244657,72,Indie,Five Head Games,Five Head Games,2529080,2529080,Strategy
270,baladins,15-05-2024,5066,24.99,106200.0,3.3563584876458874,84,Indie,Armor Games Studios,Seed by Seed,1866320,1866320,"Adventure,Indie,RPG"
271,of life and land,02-04-2024,5200,24.99,106071.0,8.470716159988035,93,Indie,"Kerzoven,Metaroot",Kerzoven,1733110,1733110,"Indie,Simulation,Strategy,Early Access"
272,aero gpx,06-08-2024,6739,19.99,105983.0,4.249184101788392,99,Indie,Aaron McDevitt,Aaron McDevitt,2160360,2160360,"Action,Racing,Early Access"
273,trinity survivors,02-05-2024,13772,9.99,105834.0,6.141025061148281,78,Indie,"Flyway Games, Inc.","Flyway Games, Inc.",2686580,2686580,"Action,Indie,RPG"
274,old school rally,18-07-2024,12741,9.99,105556.0,3.332885413018962,93,Indie,Astrolabe Games,Frozen Lake Games,2824660,2824660,"Indie,Racing,Simulation,Early Access"
275,factory outlet simulator,15-07-2024,12466,10.99,105087.0,12.264593888983066,87,Indie,PISHO,PISHO,2981590,2981590,"Indie,Simulation,Early Access"
276,sandwalkers,19-06-2024,6527,19.99,104827.0,8.163045434052988,75,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Goblinz Studio,1639080,1639080,"RPG,Strategy,Early Access"
277,craftomation 101: programming & craft,19-02-2024,13458,9.99,104104.0,12.247192066961416,88,Indie,Luden.io,Luden.io,1724140,1724140,"Indie,Simulation,Strategy,Early Access"
278,deadrock redemption,04-04-2024,8414,14.99,103914.0,1.9315781914925252,67,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment,2753270,2753270,"Adventure,RPG"
279,dungeon travelers: to heart 2 in another world,14-02-2024,7032,19.99,103875.0,26.40898855646969,89,Indie,"DMM GAMES,Shiravune",AQUAPLUS,1901620,1901620,RPG
280,dustland delivery,11-07-2024,16038,7.99,103498.0,16.13021138305583,93,Indie,Farlight Games,Neutron Star Studio,2943280,2943280,"Adventure,Indie,RPG,Simulation,Strategy,Early Access"
281,saki and the crucible of debauchery,25-07-2024,13943,8.99,103268.0,2.3790812982022453,96,Indie,"Mango Party,Mango Party News",ofuroworks,2652500,2652500,"Indie,RPG"
